Indicator,Sim_ID,L1_Budget_Pct,L1_Label,L1_id,L0_id,True_L0_MAE,Meas_L0_MAE
Height,0,10%,6C x 6K,L1_0,L0_0,0.12780439194519652,0.43232580010471217
Height,0,10%,6C x 6K,L1_0,L0_1,0.02785789688231899,-1.0
Height,0,10%,6C x 6K,L1_0,L0_10,0.02622501028506387,-1.0
Height,0,10%,6C x 6K,L1_0,L0_11,1.0158540675320183e-15,-1.0
Height,0,10%,6C x 6K,L1_0,L0_12,0.32468782190612283,-1.0
Height,0,10%,6C x 6K,L1_0,L0_13,0.05012256484683191,-1.0
Height,0,10%,6C x 6K,L1_0,L0_14,1.1842378929335002e-15,-1.0
Height,0,10%,6C x 6K,L1_0,L0_15,0.23017763508582087,-1.0
Height,0,10%,6C x 6K,L1_0,L0_16,0.07276074264578086,-1.0
Height,0,10%,6C x 6K,L1_0,L0_17,1.3415194880887309e-15,-1.0
Height,0,10%,6C x 6K,L1_0,L0_18,0.20690110165665507,0.06192637672935323
Height,0,10%,6C x 6K,L1_0,L0_19,0.15602772776842028,-1.0
Height,0,10%,6C x 6K,L1_0,L0_2,0.2396292100608016,0.1953197959919922
Height,0,10%,6C x 6K,L1_0,L0_20,0.043938217508936624,-1.0
Height,0,10%,6C x 6K,L1_0,L0_21,0.02910008409449225,-1.0
Height,0,10%,6C x 6K,L1_0,L0_22,0.1251586069972139,-1.0
Height,0,10%,6C x 6K,L1_0,L0_23,1.1398289719484941e-15,-1.0
Height,0,10%,6C x 6K,L1_0,L0_24,0.04824256880450073,0.03379091064528376
Height,0,10%,6C x 6K,L1_0,L0_3,1.5931700403370996e-15,-1.0
Height,0,10%,6C x 6K,L1_0,L0_4,0.15398628308709333,0.01861202265655713
Height,0,10%,6C x 6K,L1_0,L0_5,0.07214925739630157,-1.0
Height,0,10%,6C x 6K,L1_0,L0_6,1.2952601953960159e-15,-1.0
Height,0,10%,6C x 6K,L1_0,L0_7,0.022785991735002828,-1.0
Height,0,10%,6C x 6K,L1_0,L0_8,8.141635513917814e-16,0.023105862788889167
Height,0,10%,6C x 6K,L1_0,L0_9,0.10622907442713769,-1.0
Height,0,10%,6C x 6K,L1_1,L0_0,0.3549144807695977,-1.0
Height,0,10%,6C x 6K,L1_1,L0_1,0.37422871904430993,-1.0
Height,0,10%,6C x 6K,L1_1,L0_10,0.2472272652535926,-1.0
Height,0,10%,6C x 6K,L1_1,L0_11,0.15122345852556665,0.13051560352463248
Height,0,10%,6C x 6K,L1_1,L0_12,1.6653345369377348e-15,-1.0
Height,0,10%,6C x 6K,L1_1,L0_13,0.03625892315165725,-1.0
Height,0,10%,6C x 6K,L1_1,L0_14,0.21293896457697067,-1.0
Height,0,10%,6C x 6K,L1_1,L0_15,0.1016247808474264,0.3108176103558158
Height,0,10%,6C x 6K,L1_1,L0_16,0.050135794824590914,-1.0
Height,0,10%,6C x 6K,L1_1,L0_17,0.12960843660893656,0.2562129106014574
Height,0,10%,6C x 6K,L1_1,L0_18,0.19155773493959583,0.42387679118230864
Height,0,10%,6C x 6K,L1_1,L0_19,0.3210745979143042,-1.0
Height,0,10%,6C x 6K,L1_1,L0_2,0.2866506691766235,-1.0
Height,0,10%,6C x 6K,L1_1,L0_20,0.2750941274975125,-1.0
Height,0,10%,6C x 6K,L1_1,L0_21,0.07333225334946664,-1.0
Height,0,10%,6C x 6K,L1_1,L0_22,0.022918568297590203,-1.0
Height,0,10%,6C x 6K,L1_1,L0_23,0.0714573072973217,0.20530121215866484
Height,0,10%,6C x 6K,L1_1,L0_24,1.6283271027835629e-15,-1.0
Height,0,10%,6C x 6K,L1_1,L0_3,7.679042586990666e-16,-1.0
Height,0,10%,6C x 6K,L1_1,L0_4,0.24778858284507932,-1.0
Height,0,10%,6C x 6K,L1_1,L0_5,0.02998824538779732,-1.0
Height,0,10%,6C x 6K,L1_1,L0_6,0.1754928959564525,0.06281555366339853
Height,0,10%,6C x 6K,L1_1,L0_7,0.0632972587267961,-1.0
Height,0,10%,6C x 6K,L1_1,L0_8,0.12357945382163832,-1.0
Height,0,10%,6C x 6K,L1_1,L0_9,1.6135241291218942e-15,-1.0
