Indicator,Sim_ID,L1_Budget_Pct,L1_Label,L1_id,L0_id,True_L0_MAE,Meas_L0_MAE
Height,0,10%,2C x 15K,L1_0,L0_0,0.12780439194519652,-1.0
Height,0,10%,2C x 15K,L1_0,L0_1,1.0251059260705611e-15,-1.0
Height,0,10%,2C x 15K,L1_0,L0_10,0.23143199120635938,-1.0
Height,0,10%,2C x 15K,L1_0,L0_11,0.2737808767461631,-1.0
Height,0,10%,2C x 15K,L1_0,L0_12,0.08101213806872679,-1.0
Height,0,10%,2C x 15K,L1_0,L0_13,0.1992086907560449,-1.0
Height,0,10%,2C x 15K,L1_0,L0_14,0.06959536640850204,-1.0
Height,0,10%,2C x 15K,L1_0,L0_15,0.049129268155320344,-1.0
Height,0,10%,2C x 15K,L1_0,L0_16,0.1361605697673654,-1.0
Height,0,10%,2C x 15K,L1_0,L0_17,0.14348804015361666,-1.0
Height,0,10%,2C x 15K,L1_0,L0_18,1.646830819860649e-15,-1.0
Height,0,10%,2C x 15K,L1_0,L0_19,0.10866074972809195,-1.0
Height,0,10%,2C x 15K,L1_0,L0_2,0.1726029081802057,-1.0
Height,0,10%,2C x 15K,L1_0,L0_20,0.34327139618845276,-1.0
Height,0,10%,2C x 15K,L1_0,L0_21,0.3575271282402631,-1.0
Height,0,10%,2C x 15K,L1_0,L0_22,1.4654943925052066e-15,-1.0
Height,0,10%,2C x 15K,L1_0,L0_23,0.14768884884663752,-1.0
Height,0,10%,2C x 15K,L1_0,L0_24,0.050862930518865125,-1.0
Height,0,10%,2C x 15K,L1_0,L0_3,1.254552017826427e-15,-1.0
Height,0,10%,2C x 15K,L1_0,L0_4,0.24546122312045898,-1.0
Height,0,10%,2C x 15K,L1_0,L0_5,0.1064320029902897,-1.0
Height,0,10%,2C x 15K,L1_0,L0_6,0.053014351057273895,0.11591453907019253
Height,0,10%,2C x 15K,L1_0,L0_7,0.0642532793961435,0.15064916912594065
Height,0,10%,2C x 15K,L1_0,L0_8,0.07964547081083821,-1.0
Height,0,10%,2C x 15K,L1_0,L0_9,0.0938541459946689,-1.0
Height,0,10%,2C x 15K,L1_1,L0_0,0.11570083306972782,-1.0
Height,0,10%,2C x 15K,L1_1,L0_1,0.10263248008134974,-1.0
Height,0,10%,2C x 15K,L1_1,L0_10,0.14581280926599932,-1.0
Height,0,10%,2C x 15K,L1_1,L0_11,0.013791852433041348,-1.0
Height,0,10%,2C x 15K,L1_1,L0_12,0.4485416867415048,-1.0
Height,0,10%,2C x 15K,L1_1,L0_13,1.4377388168895776e-15,-1.0
Height,0,10%,2C x 15K,L1_1,L0_14,1.27675647831893e-15,-1.0
Height,0,10%,2C x 15K,L1_1,L0_15,0.26726287704418145,-1.0
Height,0,10%,2C x 15K,L1_1,L0_16,0.28071045242995996,0.3881879426176382
Height,0,10%,2C x 15K,L1_1,L0_17,0.01311153115989431,-1.0
Height,0,10%,2C x 15K,L1_1,L0_18,0.08527011801632373,-1.0
Height,0,10%,2C x 15K,L1_1,L0_19,0.21207098786416712,-1.0
Height,0,10%,2C x 15K,L1_1,L0_2,1.0510111299784815e-15,-1.0
Height,0,10%,2C x 15K,L1_1,L0_20,0.05499150890118396,-1.0
Height,0,10%,2C x 15K,L1_1,L0_21,1.4184255621903692e-15,-1.0
Height,0,10%,2C x 15K,L1_1,L0_22,0.053384587715820095,-1.0
Height,0,10%,2C x 15K,L1_1,L0_23,1.1324274851176596e-15,-1.0
Height,0,10%,2C x 15K,L1_1,L0_24,0.2654879177088665,-1.0
