Indicator,Sim_ID,L1_Budget_Pct,L1_Label,L1_id,L0_id,True_L0_MAE,Meas_L0_MAE
Height,0,20%,8C x 9K,L1_0,L0_24,1.1934897514720433e-15,-1.0
Height,0,20%,8C x 9K,L1_0,L0_3,1.4876988529977098e-15,-1.0
Height,0,20%,8C x 9K,L1_0,L0_4,1.2804572217343472e-15,-1.0
Height,0,20%,8C x 9K,L1_0,L0_5,1.6449804481529402e-15,0.18324816167275165
Height,0,20%,8C x 9K,L1_0,L0_6,1.3470706032118565e-15,-1.0
Height,0,20%,8C x 9K,L1_0,L0_7,1.1305771134099511e-15,0.0836113579769676
Height,0,20%,8C x 9K,L1_0,L0_8,1.6431300764452318e-15,-1.0
Height,0,20%,8C x 9K,L1_0,L0_9,1.1472304587793285e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_0,1.063327666657917e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_1,9.510910577622174e-16,-1.0
Height,0,20%,8C x 9K,L1_1,L0_10,0.17541168722689093,-1.0
Height,0,20%,8C x 9K,L1_1,L0_11,1.2018164241567319e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_12,1.081773559619137e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_13,1.6727360237685692e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_14,1.1990408665951691e-15,0.15380748452981996
Height,0,20%,8C x 9K,L1_1,L0_15,1.9539925233402757e-15,0.07645192135641612
Height,0,20%,8C x 9K,L1_1,L0_16,1.1546319456101628e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_17,1.0510111299784815e-15,0.12992636538259525
Height,0,20%,8C x 9K,L1_1,L0_18,8.363680118842846e-16,0.09629632910532213
Height,0,20%,8C x 9K,L1_1,L0_19,1.6116737574141857e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_2,1.3193150275962276e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_20,1.4284869583510348e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_21,1.5043521983670872e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_22,1.3748261788274855e-15,0.09635488610844928
Height,0,20%,8C x 9K,L1_1,L0_23,1.1028215377943222e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_24,1.0288066694859785e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_3,1.4451403037204122e-15,0.18607150356404964
Height,0,20%,8C x 9K,L1_1,L0_4,1.3655743202889426e-15,0.1182796028066479
Height,0,20%,8C x 9K,L1_1,L0_5,1.3776017363890484e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_6,1.7319479184152442e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_7,2.0983215165415457e-15,-1.0
Height,0,20%,8C x 9K,L1_1,L0_8,1.9317880628477722e-15,0.06309120987880652
Height,0,20%,8C x 9K,L1_1,L0_9,1.613061536194967e-15,-1.0
Height,0,20%,8C x 9K,L1_2,L0_0,1.544077365966956e-15,-1.0
Height,0,20%,8C x 9K,L1_2,L0_1,1.2315380197118012e-15,0.14306842957551724
