Task_ID,Timestamp_Step1_Gen,Universe_Data_File,Timestamp_Step2_Calc,n_simulations_used,L1_Scorecard_File,L0_Scorecard_File,Timestamp_Step3_Eval,Final_Results_File,n_L1s,n_L0s_per_L1,n_children_per_L0,real_percent_stunting,real_percent_underweight,rho,sd_across_units_percent_under_reporting_stunting,sd_across_units_percent_under_reporting_underweight,sd_within_units_percent_under_reporting_stunting,sd_within_units_percent_under_reporting_underweight,sd_across_units_bunch_factor_haz,sd_across_units_bunch_factor_waz,sd_across_units_bunch_factor_whz,sd_within_units_bunch_factor_haz,sd_within_units_bunch_factor_waz,sd_within_units_bunch_factor_whz,sd_percent_copy,sd_collusion_index,mean_time_lag_L1,mean_time_lag_L2,mean_percent_under_reporting_stunting,mean_percent_under_reporting_underweight,mean_percent_under_reporting_wasting,mean_bunch_factor_haz,mean_bunch_factor_waz,mean_bunch_factor_whz,mean_percent_copy,mean_collusion_index,error_sd_height_all_L0s,error_sd_weight_all_L0s,Base_Scenario,L1_Summary_File,L0_Summary_File
Good_L0_Good_L1_20260603_173812_Step2_Iter_Eval_20260603_183816,01-06-2026 21:07,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260601_205913.parquet,2026-06-03 17:38:12,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Good_L0_Good_L1_20260603_173812_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Good_L0_Good_L1_20260603_173812_Step2_Iter.parquet,2026-06-03 18:52:32,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,5.0,0.05,0.0,0.0,,Good_L0_Good_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Good_L1_20260603_173812_Step2_Iter_Eval_20260603_183816.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Good_L1_20260603_173812_Step2_Iter_Eval_20260603_183816.csv
Good_L0_Good_L1_20260603_173812_Step2_Iter_Eval_20260603_190640,01-06-2026 21:07,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260601_205913.parquet,2026-06-03 17:38:12,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Good_L0_Good_L1_20260603_173812_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Good_L0_Good_L1_20260603_173812_Step2_Iter.parquet,2026-06-03 19:32:27,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,5.0,0.05,0.0,0.0,,Good_L0_Good_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Good_L1_20260603_173812_Step2_Iter_Eval_20260603_190640.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Good_L1_20260603_173812_Step2_Iter_Eval_20260603_190640.csv
Good_L0_Bad_L1_20260603_221306_Step2_Iter,01-06-2026 21:24,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260601_210701.parquet,2026-06-03 22:13:06,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Good_L0_Bad_L1_20260603_221306_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Good_L0_Bad_L1_20260603_221306_Step2_Iter.parquet,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,70.0,0.2,0.0,0.0,,Good_L0_Bad_L1,Pending,Pending
Bad_L0_Good_L1_20260604_001321_Step2_Iter,01-06-2026 21:33,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260601_212455.parquet,2026-06-04 00:13:21,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Good_L1_20260604_001321_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Good_L1_20260604_001321_Step2_Iter.parquet,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,5.0,0.05,0.0,0.0,,Bad_L0_Good_L1,Pending,Pending
Bad_L0_Bad_L1_20260604_021251_Step2_Iter,01-06-2026 21:45,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260601_213328.parquet,2026-06-04 02:12:51,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260604_021251_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260604_021251_Step2_Iter.parquet,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,20.0,0.7,0.0,0.0,,Bad_L0_Bad_L1,Pending,Pending
Good_L0_Bad_L1_20260603_221306_Step2_Iter_Eval_20260604_075210,01-06-2026 21:24,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260601_210701.parquet,2026-06-03 22:13:06,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Good_L0_Bad_L1_20260603_221306_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Good_L0_Bad_L1_20260603_221306_Step2_Iter.parquet,2026-06-04 08:21:26,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,70.0,0.2,0.0,0.0,,Good_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Bad_L1_20260603_221306_Step2_Iter_Eval_20260604_075210.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Bad_L1_20260603_221306_Step2_Iter_Eval_20260604_075210.csv
Bad_L0_Good_L1_20260604_001321_Step2_Iter_Eval_20260604_082126,01-06-2026 21:33,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260601_212455.parquet,2026-06-04 00:13:21,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Good_L1_20260604_001321_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Good_L1_20260604_001321_Step2_Iter.parquet,2026-06-04 09:08:56,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,5.0,0.05,0.0,0.0,,Bad_L0_Good_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Good_L1_20260604_001321_Step2_Iter_Eval_20260604_082126.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Good_L1_20260604_001321_Step2_Iter_Eval_20260604_082126.csv
Bad_L0_Bad_L1_20260604_021251_Step2_Iter_Eval_20260604_090856,01-06-2026 21:45,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260601_213328.parquet,2026-06-04 02:12:51,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260604_021251_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260604_021251_Step2_Iter.parquet,2026-06-04 09:50:42,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,20.0,0.7,0.0,0.0,,Bad_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260604_021251_Step2_Iter_Eval_20260604_090856.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260604_021251_Step2_Iter_Eval_20260604_090856.csv
Good_L0_Good_L1_20260604_114224,2026-06-04 11:42:26,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260604_114224.parquet,Pending,Pending,Pending,Pending,Pending,,1,10,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,5.0,0.05,0.0,0.0,Good_L0_Good_L1,Pending,Pending
Good_L0_Bad_L1_20260604_114226,2026-06-04 11:42:28,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260604_114226.parquet,Pending,Pending,Pending,Pending,Pending,,1,10,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,70.0,0.2,0.0,0.0,Good_L0_Bad_L1,Pending,Pending
Bad_L0_Good_L1_20260604_114228,2026-06-04 11:42:30,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260604_114228.parquet,Pending,Pending,Pending,Pending,Pending,,1,10,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,5.0,0.05,0.0,0.0,Bad_L0_Good_L1,Pending,Pending
Bad_L0_Bad_L1_20260604_114230,2026-06-04 11:42:32,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260604_114230.parquet,Pending,Pending,Pending,Pending,Pending,,1,10,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Good_L0_Good_L1_20260604_114306,2026-06-04 11:55:40,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260604_114306.parquet,Pending,Pending,Pending,Pending,Pending,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,5.0,0.05,0.0,0.0,Good_L0_Good_L1,Pending,Pending
Good_L0_Bad_L1_20260604_115540,2026-06-04 12:07:00,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260604_115540.parquet,Pending,Pending,Pending,Pending,Pending,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,70.0,0.2,0.0,0.0,Good_L0_Bad_L1,Pending,Pending
Bad_L0_Good_L1_20260604_120700,2026-06-04 12:19:26,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260604_120700.parquet,Pending,Pending,Pending,Pending,Pending,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,5.0,0.05,0.0,0.0,Bad_L0_Good_L1,Pending,Pending
Bad_L0_Bad_L1_20260604_121926,2026-06-04 12:32:05,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260604_121926.parquet,Pending,Pending,Pending,Pending,Pending,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Good_L0_Good_L1_20260606_134000,2026-06-06 13:40:11,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260606_134000.parquet,Pending,Pending,Pending,Pending,Pending,,2,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,5.0,0.05,0.0,0.0,Good_L0_Good_L1,Pending,Pending
Good_L0_Bad_L1_20260606_134011,2026-06-06 13:40:23,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260606_134011.parquet,Pending,Pending,Pending,Pending,Pending,,2,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,70.0,0.2,0.0,0.0,Good_L0_Bad_L1,Pending,Pending
Bad_L0_Good_L1_20260606_134023,2026-06-06 13:40:31,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260606_134023.parquet,Pending,Pending,Pending,Pending,Pending,,2,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,5.0,0.05,0.0,0.0,Bad_L0_Good_L1,Pending,Pending
Bad_L0_Bad_L1_20260606_134031,2026-06-06 13:40:39,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260606_134031.parquet,Pending,Pending,Pending,Pending,Pending,,2,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Bad_L0_Bad_L1_20260606_134118_Step2_Iter,2026-06-06 13:40:39,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260606_134031.parquet,2026-06-06 13:41:18,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260606_134118_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260606_134118_Step2_Iter.parquet,Pending,,2,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Bad_L0_Bad_L1_20260606_134118_Step2_Iter_Eval_20260606_135243,2026-06-06 13:40:39,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260606_134031.parquet,2026-06-06 13:41:18,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260606_134118_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260606_134118_Step2_Iter.parquet,2026-06-06 14:15:48,,2,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260606_134118_Step2_Iter_Eval_20260606_135243.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260606_134118_Step2_Iter_Eval_20260606_135243.csv
Bad_L0_Bad_L1_20260606_221222_Step2_Iter,2026-06-06 13:40:39,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260606_134031.parquet,2026-06-06 22:12:22,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260606_221222_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260606_221222_Step2_Iter.parquet,Pending,,2,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Bad_L0_Bad_L1_20260606_221222_Step2_Iter_Eval_20260606_223017,2026-06-06 13:40:39,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260606_134031.parquet,2026-06-06 22:12:22,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260606_221222_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260606_221222_Step2_Iter.parquet,2026-06-06 22:30:21,,2,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260606_221222_Step2_Iter_Eval_20260606_223017.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260606_221222_Step2_Iter_Eval_20260606_223017.csv
Bad_L0_Bad_L1_20260606_223622_Step2_Iter,2026-06-04 12:32:05,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260604_121926.parquet,2026-06-06 22:36:22,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260606_223622_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260606_223622_Step2_Iter.parquet,Pending,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Bad_L0_Bad_L1_20260606_223622_Step2_Iter_Eval_20260606_223733,2026-06-04 12:32:05,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260604_121926.parquet,2026-06-06 22:36:22,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260606_223622_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260606_223622_Step2_Iter.parquet,2026-06-06 22:38:00,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260606_223622_Step2_Iter_Eval_20260606_223733.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260606_223622_Step2_Iter_Eval_20260606_223733.csv
Bad_L0_Bad_L1_20260606_224555_Step2_Iter,2026-06-04 12:32:05,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260604_121926.parquet,2026-06-06 22:45:55,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260606_224555_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260606_224555_Step2_Iter.parquet,Pending,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Bad_L0_Bad_L1_20260606_224555_Step2_Iter_Eval_20260606_224653,2026-06-04 12:32:05,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260604_121926.parquet,2026-06-06 22:45:55,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260606_224555_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260606_224555_Step2_Iter.parquet,2026-06-06 22:47:05,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260606_224555_Step2_Iter_Eval_20260606_224653.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260606_224555_Step2_Iter_Eval_20260606_224653.csv
Bad_L0_Bad_L1_20260606_225327_Step2_Iter,2026-06-04 12:32:05,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260604_121926.parquet,2026-06-06 22:53:27,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260606_225327_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260606_225327_Step2_Iter.parquet,Pending,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Bad_L0_Bad_L1_20260606_225327_Step2_Iter_Eval_20260606_225408,2026-06-04 12:32:05,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260604_121926.parquet,2026-06-06 22:53:27,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260606_225327_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260606_225327_Step2_Iter.parquet,2026-06-06 22:54:11,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260606_225327_Step2_Iter_Eval_20260606_225408.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260606_225327_Step2_Iter_Eval_20260606_225408.csv
