Task_ID,Timestamp_Step1_Gen,Universe_Data_File,Timestamp_Step2_Calc,n_simulations_used,L1_Scorecard_File,L0_Scorecard_File,Timestamp_Step3_Eval,Final_Results_File,n_L1s,n_L0s_per_L1,n_children_per_L0,real_percent_stunting,real_percent_underweight,rho,sd_across_units_percent_under_reporting_stunting,sd_across_units_percent_under_reporting_underweight,sd_within_units_percent_under_reporting_stunting,sd_within_units_percent_under_reporting_underweight,sd_across_units_bunch_factor_haz,sd_across_units_bunch_factor_waz,sd_across_units_bunch_factor_whz,sd_within_units_bunch_factor_haz,sd_within_units_bunch_factor_waz,sd_within_units_bunch_factor_whz,sd_percent_copy,sd_collusion_index,mean_time_lag_L1,mean_time_lag_L2,mean_percent_under_reporting_stunting,mean_percent_under_reporting_underweight,mean_percent_under_reporting_wasting,mean_bunch_factor_haz,mean_bunch_factor_waz,mean_bunch_factor_whz,mean_percent_copy,mean_collusion_index,error_sd_height_all_L0s,error_sd_weight_all_L0s,Base_Scenario,L1_Summary_File,L0_Summary_File
Bad_L0_Good_L1_20260528_151136_Calc_1sims,28-05-2026 15:20,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260528_151136.parquet,28-05-2026 19:41,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Good_L1_20260528_151136_Calc_1sims.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Good_L1_20260528_151136_Calc_1sims.parquet,28-05-2026 20:12,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,5.0,0.05,0.0,0.0,Bad_L0_Good_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\analytics_summary_L1_Bad_L0_Good_L1_20260528_151136_Calc_1sims.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\analytics_summary_L0_Bad_L0_Good_L1_20260528_151136_Calc_1sims.parquet
Bad_L0_Bad_L1_20260528_152028_Calc_1sims,28-05-2026 15:27,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260528_152028.parquet,28-05-2026 19:43,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260528_152028_Calc_1sims.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260528_152028_Calc_1sims.parquet,28-05-2026 20:23,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,40.0,0.5,0.0,0.0,Bad_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\analytics_summary_L1_Bad_L0_Bad_L1_20260528_152028_Calc_1sims.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\analytics_summary_L0_Bad_L0_Bad_L1_20260528_152028_Calc_1sims.parquet
Good_L0_Good_L1_20260528_145250_Calc_1sims_Eval_20260529_003255,28-05-2026 15:00,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260528_145250.parquet,28-05-2026 19:35,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Good_L0_Good_L1_20260528_145250_Calc_1sims.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Good_L0_Good_L1_20260528_145250_Calc_1sims.parquet,29-05-2026 00:52,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,5.0,0.05,0.0,0.0,Good_L0_Good_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Good_L1_20260528_145250_Calc_1sims_Eval_20260529_003255.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Good_L1_20260528_145250_Calc_1sims_Eval_20260529_003255.csv
Good_L0_Bad_L1_20260528_150009_Calc_1sims_Eval_20260529_014234,28-05-2026 15:11,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260528_150009.parquet,28-05-2026 19:39,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Good_L0_Bad_L1_20260528_150009_Calc_1sims.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Good_L0_Bad_L1_20260528_150009_Calc_1sims.parquet,29-05-2026 01:55,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,75.0,0.3,0.0,0.0,Good_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Bad_L1_20260528_150009_Calc_1sims_Eval_20260529_014234.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Bad_L1_20260528_150009_Calc_1sims_Eval_20260529_014234.csv
Bad_L0_Good_L1_20260528_151136_Calc_1sims_Eval_20260529_015516,28-05-2026 15:20,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260528_151136.parquet,28-05-2026 19:41,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Good_L1_20260528_151136_Calc_1sims.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Good_L1_20260528_151136_Calc_1sims.parquet,29-05-2026 02:17,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,5.0,0.05,0.0,0.0,Bad_L0_Good_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Good_L1_20260528_151136_Calc_1sims_Eval_20260529_015516.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Good_L1_20260528_151136_Calc_1sims_Eval_20260529_015516.csv
Bad_L0_Bad_L1_20260528_152028_Calc_1sims_Eval_20260529_021745,28-05-2026 15:27,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260528_152028.parquet,28-05-2026 19:43,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260528_152028_Calc_1sims.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260528_152028_Calc_1sims.parquet,29-05-2026 02:29,,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,40.0,0.5,0.0,0.0,Bad_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260528_152028_Calc_1sims_Eval_20260529_021745.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260528_152028_Calc_1sims_Eval_20260529_021745.csv
Good_L0_Good_L1_20260601_205913,01-06-2026 21:07,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260601_205913.parquet,Pending,Pending,Pending,Pending,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,5.0,0.05,0.0,0.0,,,,
Good_L0_Bad_L1_20260601_210701,01-06-2026 21:24,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260601_210701.parquet,Pending,Pending,Pending,Pending,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,70.0,0.2,0.0,0.0,,,,
Bad_L0_Good_L1_20260601_212455,01-06-2026 21:33,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260601_212455.parquet,Pending,Pending,Pending,Pending,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,5.0,0.05,0.0,0.0,,,,
Bad_L0_Bad_L1_20260601_213328,01-06-2026 21:45,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260601_213328.parquet,Pending,Pending,Pending,Pending,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,20.0,0.7,0.0,0.0,,,,
Good_L0_Good_L1_20260601_224420,2026-06-01 22:45:45,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260601_224420.parquet,Pending,Pending,Pending,Pending,Pending,,10,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,5.0,0.05,0.0,0.0,Good_L0_Good_L1,Pending,Pending
Good_L0_Bad_L1_20260601_224545,2026-06-01 22:47:57,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260601_224545.parquet,Pending,Pending,Pending,Pending,Pending,,10,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,70.0,0.2,0.0,0.0,Good_L0_Bad_L1,Pending,Pending
Bad_L0_Good_L1_20260601_224757,2026-06-01 22:49:38,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260601_224757.parquet,Pending,Pending,Pending,Pending,Pending,,10,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,5.0,0.05,0.0,0.0,Bad_L0_Good_L1,Pending,Pending
Bad_L0_Bad_L1_20260601_224938,2026-06-01 22:51:22,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260601_224938.parquet,Pending,Pending,Pending,Pending,Pending,,10,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Good_L0_Good_L1_20260601_230115,2026-06-01 23:01:17,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260601_230115.parquet,Pending,Pending,Pending,Pending,Pending,,1,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,5.0,0.05,0.0,0.0,Good_L0_Good_L1,Pending,Pending
Good_L0_Bad_L1_20260601_230117,2026-06-01 23:01:20,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260601_230117.parquet,Pending,Pending,Pending,Pending,Pending,,1,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,70.0,0.2,0.0,0.0,Good_L0_Bad_L1,Pending,Pending
Bad_L0_Good_L1_20260601_230120,2026-06-01 23:01:23,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260601_230120.parquet,Pending,Pending,Pending,Pending,Pending,,1,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,5.0,0.05,0.0,0.0,Bad_L0_Good_L1,Pending,Pending
Bad_L0_Bad_L1_20260601_230123,2026-06-01 23:01:26,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260601_230123.parquet,Pending,Pending,Pending,Pending,Pending,,1,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Good_L0_Good_L1_20260601_231323,2026-06-01 23:13:24,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260601_231323.parquet,Pending,Pending,Pending,Pending,Pending,,1,10,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,5.0,0.05,0.0,0.0,Good_L0_Good_L1,Pending,Pending
Good_L0_Bad_L1_20260601_231324,2026-06-01 23:13:25,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260601_231324.parquet,Pending,Pending,Pending,Pending,Pending,,1,10,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,,70.0,0.2,0.0,0.0,Good_L0_Bad_L1,Pending,Pending
Bad_L0_Good_L1_20260601_231325,2026-06-01 23:13:29,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260601_231325.parquet,Pending,Pending,Pending,Pending,Pending,,1,10,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,5.0,0.05,0.0,0.0,Bad_L0_Good_L1,Pending,Pending
Bad_L0_Bad_L1_20260601_231329,2026-06-01 23:13:33,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260601_231329.parquet,Pending,Pending,Pending,Pending,Pending,,1,10,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Bad_L0_Bad_L1_20260601_231408_Step2_Iter,2026-06-01 23:13:33,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260601_231329.parquet,2026-06-01 23:14:08,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260601_231408_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260601_231408_Step2_Iter.parquet,Pending,,1,10,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,Pending,Pending
Bad_L0_Bad_L1_20260601_231408_Step2_Iter_Eval_20260601_232255,2026-06-01 23:13:33,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260601_231329.parquet,2026-06-01 23:14:08,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260601_231408_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260601_231408_Step2_Iter.parquet,2026-06-01 23:25:29,,1,10,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,0.01,0.01,,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,,20.0,0.7,0.0,0.0,Bad_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260601_231408_Step2_Iter_Eval_20260601_232255.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Bad_L1_20260601_231408_Step2_Iter_Eval_20260601_232255.csv
Good_L0_Good_L1_20260602_003532_Step2_Iter,01-06-2026 21:07,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260601_205913.parquet,2026-06-02 00:35:32,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Good_L0_Good_L1_20260602_003532_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Good_L0_Good_L1_20260602_003532_Step2_Iter.parquet,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,5.0,0.05,0.0,0.0,,Good_L0_Good_L1,Pending,Pending
Good_L0_Bad_L1_20260602_010620_Step2_Iter,01-06-2026 21:24,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260601_210701.parquet,2026-06-02 01:06:20,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Good_L0_Bad_L1_20260602_010620_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Good_L0_Bad_L1_20260602_010620_Step2_Iter.parquet,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,70.0,0.2,0.0,0.0,,Good_L0_Bad_L1,Pending,Pending
Bad_L0_Good_L1_20260602_013747_Step2_Iter,01-06-2026 21:33,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260601_212455.parquet,2026-06-02 01:37:47,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Good_L1_20260602_013747_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Good_L1_20260602_013747_Step2_Iter.parquet,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,5.0,0.05,0.0,0.0,,Bad_L0_Good_L1,Pending,Pending
Bad_L0_Bad_L1_20260602_020907_Step2_Iter,01-06-2026 21:45,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Bad_L1_20260601_213328.parquet,2026-06-02 02:09:07,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Bad_L1_20260602_020907_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Bad_L1_20260602_020907_Step2_Iter.parquet,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,20.0,0.7,0.0,0.0,,Bad_L0_Bad_L1,Pending,Pending
Good_L0_Good_L1_20260602_003532_Step2_Iter_Eval_20260602_161620,01-06-2026 21:07,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260601_205913.parquet,2026-06-02 00:35:32,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Good_L0_Good_L1_20260602_003532_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Good_L0_Good_L1_20260602_003532_Step2_Iter.parquet,2026-06-02 21:46:52,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,5.0,0.05,0.0,0.0,,Good_L0_Good_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Good_L1_20260602_003532_Step2_Iter_Eval_20260602_161620.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Good_L1_20260602_003532_Step2_Iter_Eval_20260602_161620.csv
Good_L0_Bad_L1_20260602_010620_Step2_Iter_Eval_20260602_214652,01-06-2026 21:24,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Bad_L1_20260601_210701.parquet,2026-06-02 01:06:20,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Good_L0_Bad_L1_20260602_010620_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Good_L0_Bad_L1_20260602_010620_Step2_Iter.parquet,2026-06-03 05:55:44,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,70.0,0.2,0.0,0.0,,Good_L0_Bad_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Bad_L1_20260602_010620_Step2_Iter_Eval_20260602_214652.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Good_L0_Bad_L1_20260602_010620_Step2_Iter_Eval_20260602_214652.csv
Bad_L0_Good_L1_20260602_013747_Step2_Iter_Eval_20260603_055544,01-06-2026 21:33,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Bad_L0_Good_L1_20260601_212455.parquet,2026-06-02 01:37:47,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Bad_L0_Good_L1_20260602_013747_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Bad_L0_Good_L1_20260602_013747_Step2_Iter.parquet,2026-06-03 12:35:06,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,30.0,30.0,,0.5,0.5,5.0,0.05,0.0,0.0,,Bad_L0_Good_L1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Good_L1_20260602_013747_Step2_Iter_Eval_20260603_055544.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\Tracer_Master_DB_Bad_L0_Good_L1_20260602_013747_Step2_Iter_Eval_20260603_055544.csv
Good_L0_Good_L1_20260603_173812_Step2_Iter,01-06-2026 21:07,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\child_data_Good_L0_Good_L1_20260601_205913.parquet,2026-06-03 17:38:12,1,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L1_Good_L0_Good_L1_20260603_173812_Step2_Iter.parquet,C:\Users\CEGIS\Documents\GitHub\discsim\may18_validata_id_dashboard\outputs\Precalculated_Presets\calculated_metrics_L0_Good_L0_Good_L1_20260603_173812_Step2_Iter.parquet,Pending,Pending,100,25,15,35.0,33.0,0.7,2.0,2.0,1.0,1.0,0.01,0.01,,,0.01,0.01,2.0,0.02,15,30,5.0,5.0,,0.05,0.05,5.0,0.05,0.0,0.0,,Good_L0_Good_L1,Pending,Pending
