Indicator,Sim_ID,L1_Budget_Pct,L1_Label,Target_Percentile,V2_MAE_Acc
Weight,2,0.3,25C_x_4K,70%,75.55555555555556
Weight,2,0.3,25C_x_4K,80%,82.5
Weight,2,0.3,25C_x_4K,90%,88.18181818181817
Weight,2,0.4,25C_x_6K,10%,50.0
Weight,2,0.4,25C_x_6K,100%,100.0
Weight,2,0.4,25C_x_6K,20%,40.0
Weight,2,0.4,25C_x_6K,30%,47.5
Weight,2,0.4,25C_x_6K,40%,57.0
Weight,2,0.4,25C_x_6K,50%,62.5
Weight,2,0.4,25C_x_6K,60%,66.0
Weight,2,0.4,25C_x_6K,70%,78.88888888888889
Weight,2,0.4,25C_x_6K,80%,82.5
Weight,2,0.4,25C_x_6K,90%,89.54545454545453
Weight,2,0.5,25C_x_8K,10%,45.0
Weight,2,0.5,25C_x_8K,100%,100.0
Weight,2,0.5,25C_x_8K,20%,50.0
Weight,2,0.5,25C_x_8K,30%,57.5
Weight,2,0.5,25C_x_8K,40%,62.0
Weight,2,0.5,25C_x_8K,50%,65.0
Weight,2,0.5,25C_x_8K,60%,69.33333333333333
Weight,2,0.5,25C_x_8K,70%,77.22222222222223
Weight,2,0.5,25C_x_8K,80%,82.5
Weight,2,0.5,25C_x_8K,90%,89.0909090909091
Weight,2,0.6,25C_x_9K,10%,45.0
Weight,2,0.6,25C_x_9K,100%,100.0
Weight,2,0.6,25C_x_9K,20%,56.0
Weight,2,0.6,25C_x_9K,30%,62.5
Weight,2,0.6,25C_x_9K,40%,65.0
Weight,2,0.6,25C_x_9K,50%,66.66666666666666
Weight,2,0.6,25C_x_9K,60%,72.0
Weight,2,0.6,25C_x_9K,70%,80.0
Weight,2,0.6,25C_x_9K,80%,83.0
Weight,2,0.6,25C_x_9K,90%,90.0
Weight,2,0.7,25C_x_10K,10%,55.0
Weight,2,0.7,25C_x_10K,100%,100.0
Weight,2,0.7,25C_x_10K,20%,58.0
Weight,2,0.7,25C_x_10K,30%,67.5
Weight,2,0.7,25C_x_10K,40%,70.0
Weight,2,0.7,25C_x_10K,50%,70.0
Weight,2,0.7,25C_x_10K,60%,74.66666666666666
Weight,2,0.7,25C_x_10K,70%,80.55555555555556
Weight,2,0.7,25C_x_10K,80%,85.5
Weight,2,0.7,25C_x_10K,90%,90.45454545454545
Weight,2,0.8,25C_x_12K,10%,55.0
Weight,2,0.8,25C_x_12K,100%,100.0
Weight,2,0.8,25C_x_12K,20%,60.0
Weight,2,0.8,25C_x_12K,30%,70.0
Weight,2,0.8,25C_x_12K,40%,74.0
Weight,2,0.8,25C_x_12K,50%,71.66666666666666
Weight,2,0.8,25C_x_12K,60%,76.0
Weight,2,0.8,25C_x_12K,70%,82.77777777777779
Weight,2,0.8,25C_x_12K,80%,86.0
Weight,2,0.8,25C_x_12K,90%,90.45454545454545
Weight,2,0.9,25C_x_14K,10%,65.0
Weight,2,0.9,25C_x_14K,100%,100.0
Weight,2,0.9,25C_x_14K,20%,68.0
Weight,2,0.9,25C_x_14K,30%,73.75
Weight,2,0.9,25C_x_14K,40%,76.0
Weight,2,0.9,25C_x_14K,50%,73.33333333333333
Weight,2,0.9,25C_x_14K,60%,76.0
Weight,2,0.9,25C_x_14K,70%,84.44444444444444
Weight,2,0.9,25C_x_14K,80%,87.5
Weight,2,0.9,25C_x_14K,90%,93.18181818181817
Weight,2,1.0,25C_x_15K,10%,60.0
Weight,2,1.0,25C_x_15K,100%,100.0
Weight,2,1.0,25C_x_15K,20%,68.0
Weight,2,1.0,25C_x_15K,30%,75.0
Weight,2,1.0,25C_x_15K,40%,79.0
Weight,2,1.0,25C_x_15K,50%,76.66666666666666
Weight,2,1.0,25C_x_15K,60%,76.66666666666666
Weight,2,1.0,25C_x_15K,70%,85.0
Weight,2,1.0,25C_x_15K,80%,87.5
Weight,2,1.0,25C_x_15K,90%,93.63636363636364
Weight,3,0.1,25C_x_2K,10%,25.0
Weight,3,0.1,25C_x_2K,100%,100.0
Weight,3,0.1,25C_x_2K,20%,36.0
Weight,3,0.1,25C_x_2K,30%,45.0
Weight,3,0.1,25C_x_2K,40%,56.0
Weight,3,0.1,25C_x_2K,50%,55.833333333333336
Weight,3,0.1,25C_x_2K,60%,62.666666666666664
Weight,3,0.1,25C_x_2K,70%,73.88888888888889
Weight,3,0.1,25C_x_2K,80%,82.5
Weight,3,0.1,25C_x_2K,90%,90.0
Weight,3,0.2,25C_x_3K,10%,25.0
Weight,3,0.2,25C_x_3K,100%,100.0
Weight,3,0.2,25C_x_3K,20%,38.0
Weight,3,0.2,25C_x_3K,30%,45.0
Weight,3,0.2,25C_x_3K,40%,55.0
Weight,3,0.2,25C_x_3K,50%,57.5
Weight,3,0.2,25C_x_3K,60%,64.66666666666666
Weight,3,0.2,25C_x_3K,70%,73.33333333333333
Weight,3,0.2,25C_x_3K,80%,83.0
Weight,3,0.2,25C_x_3K,90%,90.0
Weight,3,0.3,25C_x_4K,10%,40.0
Weight,3,0.3,25C_x_4K,100%,100.0
Weight,3,0.3,25C_x_4K,20%,46.0
Weight,3,0.3,25C_x_4K,30%,48.75
Weight,3,0.3,25C_x_4K,40%,57.0
Weight,3,0.3,25C_x_4K,50%,58.333333333333336
Weight,3,0.3,25C_x_4K,60%,66.0
Weight,3,0.3,25C_x_4K,70%,73.88888888888889
Weight,3,0.3,25C_x_4K,80%,82.5
Weight,3,0.3,25C_x_4K,90%,90.0
Weight,3,0.4,25C_x_6K,10%,40.0
Weight,3,0.4,25C_x_6K,100%,100.0
Weight,3,0.4,25C_x_6K,20%,56.0
Weight,3,0.4,25C_x_6K,30%,60.0
Weight,3,0.4,25C_x_6K,40%,63.0
Weight,3,0.4,25C_x_6K,50%,61.666666666666664
Weight,3,0.4,25C_x_6K,60%,67.33333333333333
Weight,3,0.4,25C_x_6K,70%,76.11111111111111
Weight,3,0.4,25C_x_6K,80%,84.0
