L1_Budget_Pct,L1_C,L1_K,L1_Label,L2_Budget_Pct,L2_C,L2_K,L2_Label,V1_MAE_Acc,V3_MAE_Acc,Scenario
40%,3,59,3C x 59K,100%,3,59,3C x 59K,0.0,100.0,Custom_Simulation
40%,3,59,3C x 59K,100%,3,59,3C x 59K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,20%,2,13,2C x 13K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,20%,2,15,2C x 15K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,20%,1,18,1C x 18K,0.0,0.0,Custom_Simulation
40%,2,67,2C x 67K,20%,1,21,1C x 21K,0.0,0.0,Custom_Simulation
40%,2,67,2C x 67K,20%,1,24,1C x 24K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,20%,1,26,1C x 26K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,40%,2,26,2C x 26K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,40%,2,31,2C x 31K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,40%,1,36,1C x 36K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,40%,1,43,1C x 43K,0.0,0.0,Custom_Simulation
40%,2,67,2C x 67K,40%,1,48,1C x 48K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,40%,1,53,1C x 53K,0.0,0.0,Custom_Simulation
40%,2,67,2C x 67K,60%,2,40,2C x 40K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,60%,2,45,2C x 45K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,60%,2,50,2C x 50K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,60%,1,57,1C x 57K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,60%,1,62,1C x 62K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,60%,1,67,1C x 67K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,80%,2,53,2C x 53K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,80%,2,56,2C x 56K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,80%,2,58,2C x 58K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,80%,2,62,2C x 62K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,80%,2,64,2C x 64K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,80%,2,67,2C x 67K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,100%,2,67,2C x 67K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,100%,2,67,2C x 67K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,100%,2,67,2C x 67K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,100%,2,67,2C x 67K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,100%,2,67,2C x 67K,0.0,100.0,Custom_Simulation
40%,2,67,2C x 67K,100%,2,67,2C x 67K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,20%,2,15,2C x 15K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,20%,2,18,2C x 18K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,20%,2,20,2C x 20K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,20%,1,25,1C x 25K,0.0,0.0,Custom_Simulation
40%,2,75,2C x 75K,20%,1,27,1C x 27K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,20%,1,30,1C x 30K,0.0,0.0,Custom_Simulation
40%,2,75,2C x 75K,40%,2,30,2C x 30K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,40%,2,35,2C x 35K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,40%,1,41,1C x 41K,0.0,0.0,Custom_Simulation
40%,2,75,2C x 75K,40%,1,49,1C x 49K,0.0,0.0,Custom_Simulation
40%,2,75,2C x 75K,40%,1,55,1C x 55K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,40%,1,60,1C x 60K,0.0,0.0,Custom_Simulation
40%,2,75,2C x 75K,60%,2,45,2C x 45K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,60%,2,50,2C x 50K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,60%,2,56,2C x 56K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,60%,1,64,1C x 64K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,60%,1,70,1C x 70K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,60%,1,75,1C x 75K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,80%,2,60,2C x 60K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,80%,2,63,2C x 63K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,80%,2,65,2C x 65K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,80%,2,70,2C x 70K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,80%,2,72,2C x 72K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,80%,2,75,2C x 75K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,100%,2,75,2C x 75K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,100%,2,75,2C x 75K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,100%,2,75,2C x 75K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,100%,2,75,2C x 75K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,100%,2,75,2C x 75K,0.0,100.0,Custom_Simulation
40%,2,75,2C x 75K,100%,2,75,2C x 75K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,20%,5,9,5C x 9K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,20%,3,16,3C x 16K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,20%,2,22,2C x 22K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,20%,1,32,1C x 32K,0.0,0.0,Custom_Simulation
60%,5,45,5C x 45K,20%,1,38,1C x 38K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,20%,1,45,1C x 45K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,40%,5,18,5C x 18K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,40%,4,23,4C x 23K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,40%,3,28,3C x 28K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,40%,3,35,3C x 35K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,40%,2,40,2C x 40K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,40%,2,45,2C x 45K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,60%,5,27,5C x 27K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,60%,4,30,4C x 30K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,60%,4,34,4C x 34K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,60%,4,38,4C x 38K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,60%,3,42,3C x 42K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,60%,3,45,3C x 45K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,80%,5,36,5C x 36K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,80%,5,38,5C x 38K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,80%,4,40,4C x 40K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,80%,4,41,4C x 41K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,80%,4,43,4C x 43K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,80%,4,45,4C x 45K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,100%,5,45,5C x 45K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,100%,5,45,5C x 45K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,100%,5,45,5C x 45K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,100%,5,45,5C x 45K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,100%,5,45,5C x 45K,0.0,100.0,Custom_Simulation
60%,5,45,5C x 45K,100%,5,45,5C x 45K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,20%,4,10,4C x 10K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,20%,3,15,3C x 15K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,20%,2,21,2C x 21K,0.0,0.0,Custom_Simulation
60%,4,50,4C x 50K,20%,1,29,1C x 29K,0.0,0.0,Custom_Simulation
60%,4,50,4C x 50K,20%,1,35,1C x 35K,0.0,0.0,Custom_Simulation
60%,4,50,4C x 50K,20%,1,40,1C x 40K,0.0,0.0,Custom_Simulation
60%,4,50,4C x 50K,40%,4,20,4C x 20K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,40%,3,25,3C x 25K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,40%,3,31,3C x 31K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,40%,2,39,2C x 39K,0.0,0.0,Custom_Simulation
60%,4,50,4C x 50K,40%,2,45,2C x 45K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,40%,2,50,2C x 50K,0.0,0.0,Custom_Simulation
60%,4,50,4C x 50K,60%,4,30,4C x 30K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,60%,4,34,4C x 34K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,60%,3,37,3C x 37K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,60%,3,43,3C x 43K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,60%,3,46,3C x 46K,0.0,0.0,Custom_Simulation
60%,4,50,4C x 50K,60%,2,50,2C x 50K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,80%,4,40,4C x 40K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,80%,4,42,4C x 42K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,80%,4,44,4C x 44K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,80%,3,46,3C x 46K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,80%,3,48,3C x 48K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,80%,3,50,3C x 50K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,100%,4,50,4C x 50K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,100%,4,50,4C x 50K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,100%,4,50,4C x 50K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,100%,4,50,4C x 50K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,100%,4,50,4C x 50K,0.0,100.0,Custom_Simulation
60%,4,50,4C x 50K,100%,4,50,4C x 50K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,20%,4,11,4C x 11K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,20%,3,17,3C x 17K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,20%,2,23,2C x 23K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,20%,1,32,1C x 32K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,20%,1,38,1C x 38K,0.0,0.0,Custom_Simulation
60%,4,56,4C x 56K,20%,1,44,1C x 44K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,40%,4,22,4C x 22K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,40%,3,28,3C x 28K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,40%,3,34,3C x 34K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,40%,2,44,2C x 44K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,40%,2,50,2C x 50K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,40%,2,56,2C x 56K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,60%,4,33,4C x 33K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,60%,4,37,4C x 37K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,60%,3,41,3C x 41K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,60%,3,48,3C x 48K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,60%,3,52,3C x 52K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,60%,2,56,2C x 56K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,80%,4,44,4C x 44K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,80%,4,46,4C x 46K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,80%,4,48,4C x 48K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,80%,3,52,3C x 52K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,80%,3,54,3C x 54K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,80%,3,56,3C x 56K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,100%,4,56,4C x 56K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,100%,4,56,4C x 56K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,100%,4,56,4C x 56K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,100%,4,56,4C x 56K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,100%,4,56,4C x 56K,0.0,100.0,Custom_Simulation
60%,4,56,4C x 56K,100%,4,56,4C x 56K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,20%,4,12,4C x 12K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,20%,3,19,3C x 19K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,20%,2,26,2C x 26K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,20%,1,37,1C x 37K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,20%,1,44,1C x 44K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,20%,1,51,1C x 51K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,40%,4,25,4C x 25K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,40%,3,32,3C x 32K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,40%,3,39,3C x 39K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,40%,2,50,2C x 50K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,40%,2,57,2C x 57K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,40%,2,64,2C x 64K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,60%,4,38,4C x 38K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,60%,4,43,4C x 43K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,60%,3,47,3C x 47K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,60%,3,55,3C x 55K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,60%,3,59,3C x 59K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,60%,2,64,2C x 64K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,80%,4,51,4C x 51K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,80%,4,53,4C x 53K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,80%,4,56,4C x 56K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,80%,3,59,3C x 59K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,80%,3,62,3C x 62K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,80%,3,64,3C x 64K,0.0,100.0,Custom_Simulation
60%,4,64,4C x 64K,100%,4,64,4C x 64K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,100%,4,64,4C x 64K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,100%,4,64,4C x 64K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,100%,4,64,4C x 64K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,100%,4,64,4C x 64K,0.0,0.0,Custom_Simulation
60%,4,64,4C x 64K,100%,4,64,4C x 64K,0.0,0.0,Custom_Simulation
60%,3,70,3C x 70K,20%,3,14,3C x 14K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,20%,2,19,2C x 19K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,20%,2,24,2C x 24K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,20%,1,32,1C x 32K,0.0,0.0,Custom_Simulation
60%,3,70,3C x 70K,20%,1,37,1C x 37K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,20%,1,42,1C x 42K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,40%,3,28,3C x 28K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,40%,2,36,2C x 36K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,40%,2,43,2C x 43K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,40%,2,55,2C x 55K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,40%,1,62,1C x 62K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,40%,1,70,1C x 70K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,60%,3,42,3C x 42K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,60%,3,47,3C x 47K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,60%,2,52,2C x 52K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,60%,2,60,2C x 60K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,60%,2,65,2C x 65K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,60%,2,70,2C x 70K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,80%,3,56,3C x 56K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,80%,3,59,3C x 59K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,80%,3,61,3C x 61K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,80%,3,65,3C x 65K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,80%,3,67,3C x 67K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,80%,2,70,2C x 70K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,100%,3,70,3C x 70K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,100%,3,70,3C x 70K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,100%,3,70,3C x 70K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,100%,3,70,3C x 70K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,100%,3,70,3C x 70K,0.0,100.0,Custom_Simulation
60%,3,70,3C x 70K,100%,3,70,3C x 70K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,20%,3,15,3C x 15K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,20%,2,20,2C x 20K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,20%,2,26,2C x 26K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,20%,1,34,1C x 34K,0.0,0.0,Custom_Simulation
60%,3,75,3C x 75K,20%,1,40,1C x 40K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,20%,1,45,1C x 45K,0.0,0.0,Custom_Simulation
60%,3,75,3C x 75K,40%,3,30,3C x 30K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,40%,2,38,2C x 38K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,40%,2,46,2C x 46K,0.0,0.0,Custom_Simulation
60%,3,75,3C x 75K,40%,2,59,2C x 59K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,40%,1,67,1C x 67K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,40%,1,75,1C x 75K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,60%,3,45,3C x 45K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,60%,3,50,3C x 50K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,60%,2,56,2C x 56K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,60%,2,64,2C x 64K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,60%,2,70,2C x 70K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,60%,2,75,2C x 75K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,80%,3,60,3C x 60K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,80%,3,63,3C x 63K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,80%,3,65,3C x 65K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,80%,3,70,3C x 70K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,80%,2,72,2C x 72K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,80%,2,75,2C x 75K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,100%,3,75,3C x 75K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,100%,3,75,3C x 75K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,100%,3,75,3C x 75K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,100%,3,75,3C x 75K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,100%,3,75,3C x 75K,0.0,100.0,Custom_Simulation
60%,3,75,3C x 75K,100%,3,75,3C x 75K,0.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,20%,5,12,5C x 12K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,20%,3,21,3C x 21K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,20%,2,29,2C x 29K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,20%,1,43,1C x 43K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,20%,1,51,1C x 51K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,20%,1,60,1C x 60K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,40%,5,24,5C x 24K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,40%,4,31,4C x 31K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,40%,3,37,3C x 37K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,40%,3,47,3C x 47K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,40%,2,53,2C x 53K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,40%,2,60,2C x 60K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,60%,5,36,5C x 36K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,60%,4,40,4C x 40K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,60%,4,45,4C x 45K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,60%,4,51,4C x 51K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,60%,3,56,3C x 56K,100.0,0.0,Custom_Simulation
80%,5,60,5C x 60K,60%,3,60,3C x 60K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,80%,5,48,5C x 48K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,80%,5,50,5C x 50K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,80%,5,52,5C x 52K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,80%,4,56,4C x 56K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,80%,4,58,4C x 58K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,80%,4,60,4C x 60K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,100%,5,60,5C x 60K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,100%,5,60,5C x 60K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,100%,5,60,5C x 60K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,100%,5,60,5C x 60K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,100%,5,60,5C x 60K,100.0,100.0,Custom_Simulation
80%,5,60,5C x 60K,100%,5,60,5C x 60K,100.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,20%,5,12,5C x 12K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,20%,3,21,3C x 21K,0.0,0.0,Custom_Simulation
80%,5,63,5C x 63K,20%,2,31,2C x 31K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,20%,1,44,1C x 44K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,20%,1,54,1C x 54K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,20%,1,63,1C x 63K,0.0,0.0,Custom_Simulation
80%,5,63,5C x 63K,40%,5,25,5C x 25K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,40%,4,32,4C x 32K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,40%,3,39,3C x 39K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,40%,3,49,3C x 49K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,40%,2,56,2C x 56K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,40%,2,63,2C x 63K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,60%,5,37,5C x 37K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,60%,4,42,4C x 42K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,60%,4,46,4C x 46K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,60%,4,54,4C x 54K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,60%,3,58,3C x 58K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,60%,3,63,3C x 63K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,80%,5,50,5C x 50K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,80%,5,52,5C x 52K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,80%,5,55,5C x 55K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,80%,4,58,4C x 58K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,80%,4,61,4C x 61K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,80%,4,63,4C x 63K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,100%,5,63,5C x 63K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,100%,5,63,5C x 63K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,100%,5,63,5C x 63K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,100%,5,63,5C x 63K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,100%,5,63,5C x 63K,0.0,100.0,Custom_Simulation
80%,5,63,5C x 63K,100%,5,63,5C x 63K,0.0,100.0,Custom_Simulation
80%,5,65,5C x 65K,20%,5,13,5C x 13K,0.0,100.0,Custom_Simulation
80%,5,65,5C x 65K,20%,3,22,3C x 22K,0.0,0.0,Custom_Simulation
80%,5,65,5C x 65K,20%,2,32,2C x 32K,0.0,0.0,Custom_Simulation
80%,5,65,5C x 65K,20%,1,46,1C x 46K,0.0,100.0,Custom_Simulation
80%,5,65,5C x 65K,20%,1,56,1C x 56K,0.0,100.0,Custom_Simulation
80%,5,65,5C x 65K,20%,1,65,1C x 65K,0.0,0.0,Custom_Simulation
80%,5,65,5C x 65K,40%,5,26,5C x 26K,0.0,100.0,Custom_Simulation
