Indicator,Sim_ID,L1_Budget_Pct,L1_Label,L2_Budget_Pct,L2_Label,Target_Percentile,V1_MAE_Acc,V3_MAE_Acc
Height,0,0.1,25C_x_2K,0.3,7C_x_2K,30%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,7C_x_2K,40%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,7C_x_2K,50%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,7C_x_2K,60%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,7C_x_2K,70%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,7C_x_2K,80%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,7C_x_2K,90%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,7C_x_2K,100%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,8C_x_2K,10%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,8C_x_2K,20%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,8C_x_2K,30%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,8C_x_2K,40%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,8C_x_2K,50%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,8C_x_2K,60%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,8C_x_2K,70%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,8C_x_2K,80%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,8C_x_2K,90%,100.0,100.0
Height,0,0.1,25C_x_2K,0.3,8C_x_2K,100%,100.0,100.0
Height,0,0.1,25C_x_2K,0.4,10C_x_2K,10%,100.0,100.0
Height,0,0.1,25C_x_2K,0.4,10C_x_2K,20%,100.0,100.0
Height,0,0.1,25C_x_2K,0.4,10C_x_2K,30%,100.0,100.0
Height,0,0.1,25C_x_2K,0.4,10C_x_2K,40%,100.0,100.0
Height,0,0.1,25C_x_2K,0.4,10C_x_2K,50%,100.0,100.0
Height,0,0.1,25C_x_2K,0.4,10C_x_2K,60%,100.0,100.0
