Indicator,Sim_ID,L1_Budget_Pct,L1_Label,L2_Budget_Pct,L2_Label,Target_Percentile,V1_MAE_Acc,V3_MAE_Acc
Height,0,0.1,13C_x_3K,0.1,1C_x_3K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,13C_x_3K,0.1,2C_x_2K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.1,3C_x_1K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,13C_x_3K,0.1,4C_x_1K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,13C_x_3K,0.1,5C_x_1K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,13C_x_3K,0.2,3C_x_3K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.2,4C_x_2K,30%,33.33333333333333,66.66666666666666
Height,0,0.1,13C_x_3K,0.2,7C_x_1K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,13C_x_3K,0.2,8C_x_1K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.2,9C_x_1K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.3,11C_x_1K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,13C_x_3K,0.3,12C_x_1K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.3,13C_x_1K,30%,33.33333333333333,66.66666666666666
Height,0,0.1,13C_x_3K,0.3,4C_x_3K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.3,6C_x_2K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,13C_x_3K,0.4,5C_x_3K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,13C_x_3K,0.4,8C_x_2K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.5,10C_x_2K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.5,7C_x_3K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,13C_x_3K,0.6,11C_x_2K,30%,33.33333333333333,66.66666666666666
Height,0,0.1,13C_x_3K,0.6,12C_x_2K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.6,8C_x_3K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,13C_x_3K,0.7,13C_x_2K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.7,9C_x_3K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.8,10C_x_3K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,0.9,12C_x_3K,30%,66.66666666666666,100.0
Height,0,0.1,13C_x_3K,1.0,13C_x_3K,30%,66.66666666666666,100.0
Height,0,0.1,19C_x_2K,0.1,2C_x_2K,30%,33.33333333333333,0.0
Height,0,0.1,19C_x_2K,0.1,3C_x_1K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,19C_x_2K,0.1,4C_x_1K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,19C_x_2K,0.1,5C_x_1K,30%,33.33333333333333,66.66666666666666
Height,0,0.1,19C_x_2K,0.2,4C_x_2K,30%,33.33333333333333,66.66666666666666
Height,0,0.1,19C_x_2K,0.2,7C_x_1K,30%,0.0,33.33333333333333
Height,0,0.1,19C_x_2K,0.2,8C_x_1K,30%,0.0,33.33333333333333
Height,0,0.1,19C_x_2K,0.2,9C_x_1K,30%,33.33333333333333,66.66666666666666
Height,0,0.1,19C_x_2K,0.3,10C_x_1K,30%,33.33333333333333,66.66666666666666
Height,0,0.1,19C_x_2K,0.3,11C_x_1K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,19C_x_2K,0.3,12C_x_1K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,19C_x_2K,0.3,5C_x_2K,30%,33.33333333333333,66.66666666666666
Height,0,0.1,19C_x_2K,0.3,6C_x_2K,30%,33.33333333333333,66.66666666666666
Height,0,0.1,19C_x_2K,0.4,14C_x_1K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,19C_x_2K,0.4,15C_x_1K,30%,0.0,33.33333333333333
Height,0,0.1,19C_x_2K,0.4,16C_x_1K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,19C_x_2K,0.4,7C_x_2K,30%,33.33333333333333,66.66666666666666
Height,0,0.1,19C_x_2K,0.4,8C_x_2K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,19C_x_2K,0.5,10C_x_2K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,19C_x_2K,0.5,18C_x_1K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,19C_x_2K,0.5,19C_x_1K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,19C_x_2K,0.5,9C_x_2K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,19C_x_2K,0.6,11C_x_2K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,19C_x_2K,0.6,12C_x_2K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,19C_x_2K,0.7,13C_x_2K,30%,66.66666666666666,100.0
Height,0,0.1,19C_x_2K,0.7,14C_x_2K,30%,66.66666666666666,100.0
Height,0,0.1,19C_x_2K,0.8,15C_x_2K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,19C_x_2K,0.9,17C_x_2K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,19C_x_2K,1.0,19C_x_2K,30%,66.66666666666666,100.0
Height,0,0.1,3C_x_13K,0.1,1C_x_3K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.1,1C_x_4K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.1,1C_x_5K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.1,2C_x_2K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.1,3C_x_1K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.2,1C_x_7K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.2,1C_x_8K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.2,1C_x_9K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.2,2C_x_4K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,3C_x_13K,0.2,3C_x_3K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.3,1C_x_11K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.3,1C_x_12K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.3,1C_x_13K,30%,33.33333333333333,33.33333333333333
Height,0,0.1,3C_x_13K,0.3,2C_x_6K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,3C_x_13K,0.3,3C_x_4K,30%,66.66666666666666,33.33333333333333
Height,0,0.1,3C_x_13K,0.4,2C_x_8K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,3C_x_13K,0.4,3C_x_5K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,3C_x_13K,0.5,2C_x_10K,30%,33.33333333333333,100.0
Height,0,0.1,3C_x_13K,0.5,3C_x_7K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,3C_x_13K,0.6,2C_x_11K,30%,33.33333333333333,100.0
Height,0,0.1,3C_x_13K,0.6,2C_x_12K,30%,33.33333333333333,100.0
Height,0,0.1,3C_x_13K,0.6,3C_x_8K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,3C_x_13K,0.7,2C_x_13K,30%,33.33333333333333,100.0
Height,0,0.1,3C_x_13K,0.7,3C_x_9K,30%,66.66666666666666,33.33333333333333
Height,0,0.1,3C_x_13K,0.8,3C_x_10K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,3C_x_13K,0.9,3C_x_12K,30%,66.66666666666666,66.66666666666666
Height,0,0.1,3C_x_13K,1.0,3C_x_13K,30%,33.33333333333333,100.0
Height,0,0.2,15C_x_5K,0.1,2C_x_4K,30%,66.66666666666666,33.33333333333333
Height,0,0.2,15C_x_5K,0.1,3C_x_3K,30%,66.66666666666666,33.33333333333333
Height,0,0.2,15C_x_5K,0.1,4C_x_2K,30%,66.66666666666666,66.66666666666666
Height,0,0.2,15C_x_5K,0.1,7C_x_1K,30%,33.33333333333333,0.0
Height,0,0.2,15C_x_5K,0.1,8C_x_1K,30%,66.66666666666666,33.33333333333333
Height,0,0.2,15C_x_5K,0.1,9C_x_1K,30%,33.33333333333333,33.33333333333333
Height,0,0.2,15C_x_5K,0.2,14C_x_1K,30%,33.33333333333333,66.66666666666666
Height,0,0.2,15C_x_5K,0.2,15C_x_1K,30%,33.33333333333333,33.33333333333333
Height,0,0.2,15C_x_5K,0.2,3C_x_5K,30%,66.66666666666666,100.0
Height,0,0.2,15C_x_5K,0.2,4C_x_4K,30%,66.66666666666666,100.0
Height,0,0.2,15C_x_5K,0.2,5C_x_3K,30%,100.0,66.66666666666666
Height,0,0.2,15C_x_5K,0.2,7C_x_2K,30%,0.0,33.33333333333333
Height,0,0.2,15C_x_5K,0.2,8C_x_2K,30%,66.66666666666666,66.66666666666666
Height,0,0.2,15C_x_5K,0.3,11C_x_2K,30%,66.66666666666666,100.0
Height,0,0.2,15C_x_5K,0.3,7C_x_3K,30%,66.66666666666666,100.0
Height,0,0.2,15C_x_5K,0.4,10C_x_3K,30%,66.66666666666666,100.0
Height,0,0.2,15C_x_5K,0.4,15C_x_2K,30%,33.33333333333333,33.33333333333333
Height,0,0.2,15C_x_5K,0.4,6C_x_5K,30%,66.66666666666666,100.0
Height,0,0.2,15C_x_5K,0.5,13C_x_3K,30%,66.66666666666666,100.0
Height,0,0.2,15C_x_5K,0.6,11C_x_4K,30%,66.66666666666666,66.66666666666666
Height,0,0.2,15C_x_5K,0.6,15C_x_3K,30%,33.33333333333333,66.66666666666666
Height,0,0.2,15C_x_5K,0.6,9C_x_5K,30%,66.66666666666666,100.0
Height,0,0.2,15C_x_5K,0.7,13C_x_4K,30%,66.66666666666666,100.0
Height,0,0.2,15C_x_5K,0.8,12C_x_5K,30%,66.66666666666666,66.66666666666666
Height,0,0.2,15C_x_5K,0.8,15C_x_4K,30%,33.33333333333333,66.66666666666666
Height,0,0.2,15C_x_5K,1.0,15C_x_5K,30%,66.66666666666666,100.0
Height,0,0.2,19C_x_4K,0.1,2C_x_4K,30%,0.0,33.33333333333333
Height,0,0.2,19C_x_4K,0.1,3C_x_3K,30%,33.33333333333333,0.0
Height,0,0.2,19C_x_4K,0.1,4C_x_2K,30%,33.33333333333333,33.33333333333333
Height,0,0.2,19C_x_4K,0.1,7C_x_1K,30%,0.0,66.66666666666666
Height,0,0.2,19C_x_4K,0.1,8C_x_1K,30%,66.66666666666666,66.66666666666666
Height,0,0.2,19C_x_4K,0.1,9C_x_1K,30%,66.66666666666666,66.66666666666666
Height,0,0.2,19C_x_4K,0.2,14C_x_1K,30%,33.33333333333333,66.66666666666666
Height,0,0.2,19C_x_4K,0.2,15C_x_1K,30%,66.66666666666666,33.33333333333333
Height,0,0.2,19C_x_4K,0.2,16C_x_1K,30%,33.33333333333333,66.66666666666666
Height,0,0.2,19C_x_4K,0.2,4C_x_4K,30%,0.0,33.33333333333333
Height,0,0.2,19C_x_4K,0.2,5C_x_3K,30%,33.33333333333333,66.66666666666666
Height,0,0.2,19C_x_4K,0.2,7C_x_2K,30%,33.33333333333333,100.0
Height,0,0.2,19C_x_4K,0.2,8C_x_2K,30%,33.33333333333333,100.0
Height,0,0.2,19C_x_4K,0.3,11C_x_2K,30%,33.33333333333333,100.0
Height,0,0.2,19C_x_4K,0.3,12C_x_2K,30%,33.33333333333333,100.0
Height,0,0.2,19C_x_4K,0.3,6C_x_4K,30%,66.66666666666666,66.66666666666666
