Universe,Indicator,Sim_ID,L1_Budget_Pct,L1_C,L1_K,L1_Label,L2_Budget_Pct,L2_C,L2_K,L2_Label,V1_MAE_Acc,V1_MAE_Std,V1_RMSE_Acc,V1_P90_Acc,V2_MAE_Acc,V2_MAE_Std,V2_RMSE_Acc,V2_P90_Acc,V3_MAE_Acc,V3_MAE_Std,V3_RMSE_Acc,V3_P90_Acc,Scenario,Rho_Model,Target_Percentile
49c6f74c-bb69-4a1b-89a3-db3735e091fa (rho=0.0),Height,0,10%,13,3,13C x 3K,90%,12,3,12C x 3K,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,49c6f74c-bb69-4a1b-89a3-db3735e091fa,0.0,30%
49c6f74c-bb69-4a1b-89a3-db3735e091fa (rho=0.0),Height,0,10%,13,3,13C x 3K,100%,13,3,13C x 3K,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,49c6f74c-bb69-4a1b-89a3-db3735e091fa,0.0,30%
49c6f74c-bb69-4a1b-89a3-db3735e091fa (rho=0.0),Height,0,10%,19,2,19C x 2K,10%,2,2,2C x 2K,100.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,49c6f74c-bb69-4a1b-89a3-db3735e091fa,0.0,30%
49c6f74c-bb69-4a1b-89a3-db3735e091fa (rho=0.0),Height,0,10%,19,2,19C x 2K,10%,3,1,3C x 1K,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49c6f74c-bb69-4a1b-89a3-db3735e091fa,0.0,30%
49c6f74c-bb69-4a1b-89a3-db3735e091fa (rho=0.0),Height,0,10%,19,2,19C x 2K,10%,4,1,4C x 1K,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49c6f74c-bb69-4a1b-89a3-db3735e091fa,0.0,30%
49c6f74c-bb69-4a1b-89a3-db3735e091fa (rho=0.0),Height,0,10%,19,2,19C x 2K,10%,5,1,5C x 1K,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49c6f74c-bb69-4a1b-89a3-db3735e091fa,0.0,30%
49c6f74c-bb69-4a1b-89a3-db3735e091fa (rho=0.0),Height,0,10%,19,2,19C x 2K,20%,4,2,4C x 2K,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49c6f74c-bb69-4a1b-89a3-db3735e091fa,0.0,30%
49c6f74c-bb69-4a1b-89a3-db3735e091fa (rho=0.0),Height,0,10%,19,2,19C x 2K,20%,7,1,7C x 1K,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49c6f74c-bb69-4a1b-89a3-db3735e091fa,0.0,30%
49c6f74c-bb69-4a1b-89a3-db3735e091fa (rho=0.0),Height,0,10%,19,2,19C x 2K,20%,8,1,8C x 1K,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49c6f74c-bb69-4a1b-89a3-db3735e091fa,0.0,30%
49c6f74c-bb69-4a1b-89a3-db3735e091fa (rho=0.0),Height,0,10%,19,2,19C x 2K,20%,9,1,9C x 1K,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49c6f74c-bb69-4a1b-89a3-db3735e091fa,0.0,30%
