Universe,Sim_ID,L1_Budget_Pct,L1_C,L1_K,L1_Label,L2_Budget_Pct,L2_C,L2_K,L2_Label,V1_MAE_Acc,V1_RMSE_Acc,V1_P90_Acc,V2_MAE_Acc,V2_RMSE_Acc,V2_P90_Acc,V3_MAE_Acc,V3_RMSE_Acc,V3_P90_Acc
Utopia,0,20%,25,3,25C x 3K,20%,15,1,15C x 1K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,47.0,51.0,55.00000000000001
Utopia,0,20%,25,3,25C x 3K,20%,8,2,8C x 2K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,53.0,56.99999999999999,65.0
Utopia,0,20%,25,3,25C x 3K,20%,5,3,5C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,53.0,55.00000000000001,56.00000000000001
Utopia,0,20%,25,3,25C x 3K,20%,5,3,5C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,51.0,54.0,54.0
Utopia,0,20%,25,3,25C x 3K,20%,5,3,5C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,55.00000000000001,63.0,60.0
Utopia,0,20%,25,3,25C x 3K,20%,5,3,5C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,53.0,56.99999999999999,49.0
Utopia,0,20%,25,3,25C x 3K,40%,15,2,15C x 2K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,50.0,55.00000000000001,61.0
Utopia,0,20%,25,3,25C x 3K,40%,10,3,10C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,49.0,53.0,71.0
Utopia,0,20%,25,3,25C x 3K,40%,10,3,10C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,49.0,54.0,64.0
Utopia,0,20%,25,3,25C x 3K,40%,10,3,10C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,50.0,56.00000000000001,63.0
Utopia,0,20%,25,3,25C x 3K,40%,10,3,10C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,49.0,55.00000000000001,61.0
Utopia,0,20%,25,3,25C x 3K,40%,10,3,10C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,51.0,57.99999999999999,60.0
Utopia,0,20%,25,3,25C x 3K,60%,22,2,22C x 2K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,56.99999999999999,61.0,70.0
Utopia,0,20%,25,3,25C x 3K,60%,15,3,15C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,56.99999999999999,62.0,71.0
Utopia,0,20%,25,3,25C x 3K,60%,15,3,15C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,54.0,60.0,72.0
Utopia,0,20%,25,3,25C x 3K,60%,15,3,15C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,54.0,60.0,70.0
Utopia,0,20%,25,3,25C x 3K,60%,15,3,15C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,54.0,60.0,73.0
Utopia,0,20%,25,3,25C x 3K,60%,15,3,15C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,54.0,61.0,69.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,56.00000000000001,61.0,76.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,56.00000000000001,61.0,76.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,59.0,62.0,79.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,55.00000000000001,62.0,82.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,56.99999999999999,63.0,80.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,55.00000000000001,60.0,80.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,59.0,62.0,87.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,59.0,62.0,87.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,59.0,62.0,87.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,59.0,62.0,87.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,59.0,62.0,87.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,28.000000000000004,28.000000000000004,37.0,42.001710863986304,40.80410607356715,44.95295124037638,59.0,62.0,87.0
Utopia,0,20%,15,5,15C x 5K,20%,15,1,15C x 1K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,56.99999999999999,61.0,53.0
Utopia,0,20%,15,5,15C x 5K,20%,8,2,8C x 2K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,49.0,54.0,42.0
Utopia,0,20%,15,5,15C x 5K,20%,5,3,5C x 3K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,55.00000000000001,56.00000000000001,50.0
Utopia,0,20%,15,5,15C x 5K,20%,4,4,4C x 4K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,50.0,52.0,53.0
Utopia,0,20%,15,5,15C x 5K,20%,3,5,3C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,50.0,50.0,53.0
Utopia,0,20%,15,5,15C x 5K,20%,3,5,3C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,47.0,48.0,53.0
Utopia,0,20%,15,5,15C x 5K,40%,15,2,15C x 2K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,47.0,49.0,56.99999999999999
Utopia,0,20%,15,5,15C x 5K,40%,10,3,10C x 3K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,47.0,51.0,63.0
Utopia,0,20%,15,5,15C x 5K,40%,8,4,8C x 4K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,49.0,56.99999999999999,57.99999999999999
Utopia,0,20%,15,5,15C x 5K,40%,6,5,6C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,50.0,56.00000000000001,56.99999999999999
Utopia,0,20%,15,5,15C x 5K,40%,6,5,6C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,47.0,51.0,63.0
Utopia,0,20%,15,5,15C x 5K,40%,6,5,6C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,47.0,52.0,57.99999999999999
Utopia,0,20%,15,5,15C x 5K,60%,15,3,15C x 3K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,52.0,56.00000000000001,69.0
Utopia,0,20%,15,5,15C x 5K,60%,11,4,11C x 4K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,48.0,54.0,68.0
Utopia,0,20%,15,5,15C x 5K,60%,9,5,9C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,48.0,54.0,74.0
Utopia,0,20%,15,5,15C x 5K,60%,9,5,9C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,50.0,55.00000000000001,70.0
Utopia,0,20%,15,5,15C x 5K,60%,9,5,9C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,49.0,55.00000000000001,71.0
Utopia,0,20%,15,5,15C x 5K,60%,9,5,9C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,53.0,56.99999999999999,65.0
Utopia,0,20%,15,5,15C x 5K,80%,15,4,15C x 4K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,56.00000000000001,56.00000000000001,70.0
Utopia,0,20%,15,5,15C x 5K,80%,12,5,12C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,55.00000000000001,56.00000000000001,70.0
Utopia,0,20%,15,5,15C x 5K,80%,12,5,12C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,53.0,56.99999999999999,78.0
Utopia,0,20%,15,5,15C x 5K,80%,12,5,12C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,55.00000000000001,56.99999999999999,74.0
Utopia,0,20%,15,5,15C x 5K,80%,12,5,12C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,55.00000000000001,56.00000000000001,74.0
Utopia,0,20%,15,5,15C x 5K,80%,12,5,12C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,54.0,56.00000000000001,74.0
Utopia,0,20%,15,5,15C x 5K,100%,15,5,15C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,56.00000000000001,55.00000000000001,80.0
Utopia,0,20%,15,5,15C x 5K,100%,15,5,15C x 5K,33.0,28.000000000000004,43.0,42.25834046193327,40.41916167664671,40.932420872540625,56.00000000000001,55.00000000000001,80.0
