Universe,Sim_ID,L1_Budget_Pct,L1_C,L1_K,L1_Label,L2_Budget_Pct,L2_C,L2_K,L2_Label,V1_MAE_Acc,V1_RMSE_Acc,V1_P90_Acc,V2_MAE_Acc,V2_RMSE_Acc,V2_P90_Acc,V3_MAE_Acc,V3_RMSE_Acc,V3_P90_Acc
Utopia,0,20%,25,3,25C x 3K,20%,15,1,15C x 1K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,52.0,56.99999999999999,57.99999999999999
Utopia,0,20%,25,3,25C x 3K,20%,8,2,8C x 2K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,45.0,53.0,51.0
Utopia,0,20%,25,3,25C x 3K,20%,5,3,5C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,52.0,55.00000000000001,49.0
Utopia,0,20%,25,3,25C x 3K,20%,5,3,5C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,53.0,60.0,52.0
Utopia,0,20%,25,3,25C x 3K,20%,5,3,5C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,52.0,60.0,53.0
Utopia,0,20%,25,3,25C x 3K,20%,5,3,5C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,51.0,57.99999999999999,49.0
Utopia,0,20%,25,3,25C x 3K,40%,15,2,15C x 2K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,45.0,50.0,63.0
Utopia,0,20%,25,3,25C x 3K,40%,10,3,10C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,50.0,56.00000000000001,63.0
Utopia,0,20%,25,3,25C x 3K,40%,10,3,10C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,48.0,52.0,59.0
Utopia,0,20%,25,3,25C x 3K,40%,10,3,10C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,47.0,56.99999999999999,57.99999999999999
Utopia,0,20%,25,3,25C x 3K,40%,10,3,10C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,49.0,57.99999999999999,57.99999999999999
Utopia,0,20%,25,3,25C x 3K,40%,10,3,10C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,56.00000000000001,57.99999999999999,63.0
Utopia,0,20%,25,3,25C x 3K,60%,22,2,22C x 2K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,51.0,59.0,68.0
Utopia,0,20%,25,3,25C x 3K,60%,15,3,15C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,51.0,57.99999999999999,66.0
Utopia,0,20%,25,3,25C x 3K,60%,15,3,15C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,52.0,61.0,61.0
Utopia,0,20%,25,3,25C x 3K,60%,15,3,15C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,53.0,63.0,68.0
Utopia,0,20%,25,3,25C x 3K,60%,15,3,15C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,56.00000000000001,60.0,69.0
Utopia,0,20%,25,3,25C x 3K,60%,15,3,15C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,54.0,60.0,73.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,52.0,59.0,75.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,54.0,59.0,74.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,56.00000000000001,61.0,71.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,56.00000000000001,60.0,79.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,56.00000000000001,61.0,73.0
Utopia,0,20%,25,3,25C x 3K,80%,20,3,20C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,56.00000000000001,60.0,72.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,53.0,59.0,82.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,53.0,59.0,82.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,53.0,59.0,82.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,53.0,59.0,82.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,53.0,59.0,82.0
Utopia,0,20%,25,3,25C x 3K,100%,25,3,25C x 3K,60.0,69.0,63.0,40.975192472198465,40.50470487596235,45.59452523524379,53.0,59.0,82.0
Utopia,0,20%,15,5,15C x 5K,20%,15,1,15C x 1K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,51.0,55.00000000000001,56.00000000000001
Utopia,0,20%,15,5,15C x 5K,20%,8,2,8C x 2K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,53.0,55.00000000000001,53.0
Utopia,0,20%,15,5,15C x 5K,20%,5,3,5C x 3K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,50.0,51.0,53.0
Utopia,0,20%,15,5,15C x 5K,20%,4,4,4C x 4K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,51.0,52.0,60.0
Utopia,0,20%,15,5,15C x 5K,20%,3,5,3C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,51.0,54.0,56.00000000000001
Utopia,0,20%,15,5,15C x 5K,20%,3,5,3C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,55.00000000000001,60.0,56.99999999999999
Utopia,0,20%,15,5,15C x 5K,40%,15,2,15C x 2K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,50.0,56.99999999999999,67.0
Utopia,0,20%,15,5,15C x 5K,40%,10,3,10C x 3K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,50.0,54.0,61.0
Utopia,0,20%,15,5,15C x 5K,40%,8,4,8C x 4K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,49.0,55.00000000000001,67.0
Utopia,0,20%,15,5,15C x 5K,40%,6,5,6C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,51.0,55.00000000000001,61.0
Utopia,0,20%,15,5,15C x 5K,40%,6,5,6C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,49.0,53.0,66.0
Utopia,0,20%,15,5,15C x 5K,40%,6,5,6C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,50.0,56.00000000000001,61.0
Utopia,0,20%,15,5,15C x 5K,60%,15,3,15C x 3K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,51.0,56.00000000000001,66.0
Utopia,0,20%,15,5,15C x 5K,60%,11,4,11C x 4K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,49.0,53.0,71.0
Utopia,0,20%,15,5,15C x 5K,60%,9,5,9C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,53.0,56.00000000000001,69.0
Utopia,0,20%,15,5,15C x 5K,60%,9,5,9C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,53.0,57.99999999999999,66.0
Utopia,0,20%,15,5,15C x 5K,60%,9,5,9C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,51.0,56.99999999999999,66.0
Utopia,0,20%,15,5,15C x 5K,60%,9,5,9C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,53.0,56.00000000000001,70.0
Utopia,0,20%,15,5,15C x 5K,80%,15,4,15C x 4K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,52.0,55.00000000000001,77.0
Utopia,0,20%,15,5,15C x 5K,80%,12,5,12C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,52.0,56.00000000000001,76.0
Utopia,0,20%,15,5,15C x 5K,80%,12,5,12C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,52.0,55.00000000000001,78.0
Utopia,0,20%,15,5,15C x 5K,80%,12,5,12C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,53.0,57.99999999999999,76.0
Utopia,0,20%,15,5,15C x 5K,80%,12,5,12C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,52.0,56.99999999999999,80.0
Utopia,0,20%,15,5,15C x 5K,80%,12,5,12C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,52.0,56.99999999999999,79.0
Utopia,0,20%,15,5,15C x 5K,100%,15,5,15C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,53.0,56.99999999999999,81.0
Utopia,0,20%,15,5,15C x 5K,100%,15,5,15C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,53.0,56.99999999999999,81.0
Utopia,0,20%,15,5,15C x 5K,100%,15,5,15C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,53.0,56.99999999999999,81.0
Utopia,0,20%,15,5,15C x 5K,100%,15,5,15C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,53.0,56.99999999999999,81.0
Utopia,0,20%,15,5,15C x 5K,100%,15,5,15C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,53.0,56.99999999999999,81.0
Utopia,0,20%,15,5,15C x 5K,100%,15,5,15C x 5K,68.0,73.0,65.0,40.67579127459367,39.73481608212147,40.80410607356715,53.0,56.99999999999999,81.0
Utopia,0,20%,11,7,11C x 7K,20%,8,2,8C x 2K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,56.00000000000001,60.0,59.0
Utopia,0,20%,11,7,11C x 7K,20%,5,3,5C x 3K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,50.0,56.00000000000001,51.0
Utopia,0,20%,11,7,11C x 7K,20%,4,4,4C x 4K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,48.0,54.0,53.0
Utopia,0,20%,11,7,11C x 7K,20%,3,5,3C x 5K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,56.99999999999999,60.0,56.99999999999999
Utopia,0,20%,11,7,11C x 7K,20%,2,6,2C x 6K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,54.0,56.99999999999999,51.0
Utopia,0,20%,11,7,11C x 7K,20%,2,7,2C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,56.99999999999999,59.0,55.00000000000001
Utopia,0,20%,11,7,11C x 7K,40%,10,3,10C x 3K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,49.0,55.00000000000001,57.99999999999999
Utopia,0,20%,11,7,11C x 7K,40%,8,4,8C x 4K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,51.0,56.99999999999999,61.0
Utopia,0,20%,11,7,11C x 7K,40%,6,5,6C x 5K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,51.0,55.00000000000001,57.99999999999999
Utopia,0,20%,11,7,11C x 7K,40%,5,6,5C x 6K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,50.0,56.00000000000001,63.0
Utopia,0,20%,11,7,11C x 7K,40%,4,7,4C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,47.0,56.99999999999999,62.0
Utopia,0,20%,11,7,11C x 7K,40%,4,7,4C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,47.0,55.00000000000001,57.99999999999999
Utopia,0,20%,11,7,11C x 7K,60%,9,5,9C x 5K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,55.00000000000001,61.0,71.0
Utopia,0,20%,11,7,11C x 7K,60%,8,6,8C x 6K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,52.0,59.0,72.0
Utopia,0,20%,11,7,11C x 7K,60%,7,7,7C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,52.0,56.99999999999999,74.0
Utopia,0,20%,11,7,11C x 7K,60%,7,7,7C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,51.0,60.0,70.0
Utopia,0,20%,11,7,11C x 7K,60%,7,7,7C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,56.00000000000001,64.0,69.0
Utopia,0,20%,11,7,11C x 7K,60%,7,7,7C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,54.0,56.99999999999999,67.0
Utopia,0,20%,11,7,11C x 7K,80%,10,6,10C x 6K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,55.00000000000001,62.0,71.0
Utopia,0,20%,11,7,11C x 7K,80%,9,7,9C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,55.00000000000001,61.0,78.0
Utopia,0,20%,11,7,11C x 7K,80%,9,7,9C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,55.00000000000001,61.0,75.0
Utopia,0,20%,11,7,11C x 7K,80%,9,7,9C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,55.00000000000001,61.0,78.0
Utopia,0,20%,11,7,11C x 7K,80%,9,7,9C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,54.0,61.0,81.0
Utopia,0,20%,11,7,11C x 7K,80%,9,7,9C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,54.0,62.0,78.0
Utopia,0,20%,11,7,11C x 7K,100%,11,7,11C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,55.00000000000001,60.0,86.0
Utopia,0,20%,11,7,11C x 7K,100%,11,7,11C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,55.00000000000001,60.0,86.0
Utopia,0,20%,11,7,11C x 7K,100%,11,7,11C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,55.00000000000001,60.0,86.0
Utopia,0,20%,11,7,11C x 7K,100%,11,7,11C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,55.00000000000001,60.0,86.0
Utopia,0,20%,11,7,11C x 7K,100%,11,7,11C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,55.00000000000001,60.0,86.0
Utopia,0,20%,11,7,11C x 7K,100%,11,7,11C x 7K,65.0,77.0,69.0,38.79384088964927,37.38237810094097,37.12574850299401,55.00000000000001,60.0,86.0
Utopia,0,20%,7,11,7C x 11K,20%,5,3,5C x 3K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,55.00000000000001,56.99999999999999,45.0
Utopia,0,20%,7,11,7C x 11K,20%,3,5,3C x 5K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,45.0,49.0,51.0
Utopia,0,20%,7,11,7C x 11K,20%,2,6,2C x 6K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,51.0,55.00000000000001,50.0
Utopia,0,20%,7,11,7C x 11K,20%,2,8,2C x 8K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,52.0,60.0,49.0
Utopia,0,20%,7,11,7C x 11K,20%,2,9,2C x 9K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,57.99999999999999,64.0,57.99999999999999
Utopia,0,20%,7,11,7C x 11K,20%,1,11,1C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,50.0,54.0,51.0
Utopia,0,20%,7,11,7C x 11K,40%,6,5,6C x 5K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,56.99999999999999,64.0,64.0
Utopia,0,20%,7,11,7C x 11K,40%,5,6,5C x 6K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,56.00000000000001,60.0,59.0
Utopia,0,20%,7,11,7C x 11K,40%,4,7,4C x 7K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,52.0,56.99999999999999,59.0
Utopia,0,20%,7,11,7C x 11K,40%,3,9,3C x 9K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,50.0,54.0,56.00000000000001
Utopia,0,20%,7,11,7C x 11K,40%,3,10,3C x 10K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,53.0,62.0,59.0
Utopia,0,20%,7,11,7C x 11K,40%,3,11,3C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,56.00000000000001,57.99999999999999,60.0
Utopia,0,20%,7,11,7C x 11K,60%,7,7,7C x 7K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,57.99999999999999,61.0,73.0
Utopia,0,20%,7,11,7C x 11K,60%,6,8,6C x 8K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,56.99999999999999,60.0,64.0
Utopia,0,20%,7,11,7C x 11K,60%,5,9,5C x 9K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,56.00000000000001,61.0,69.0
Utopia,0,20%,7,11,7C x 11K,60%,5,10,5C x 10K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,54.0,60.0,71.0
Utopia,0,20%,7,11,7C x 11K,60%,4,11,4C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,56.00000000000001,59.0,66.0
Utopia,0,20%,7,11,7C x 11K,60%,4,11,4C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,57.99999999999999,63.0,68.0
Utopia,0,20%,7,11,7C x 11K,80%,7,9,7C x 9K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,60.0,63.0,72.0
Utopia,0,20%,7,11,7C x 11K,80%,6,10,6C x 10K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,61.0,63.0,74.0
Utopia,0,20%,7,11,7C x 11K,80%,6,11,6C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,62.0,61.0,73.0
Utopia,0,20%,7,11,7C x 11K,80%,6,11,6C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,57.99999999999999,60.0,80.0
Utopia,0,20%,7,11,7C x 11K,80%,6,11,6C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,61.0,62.0,77.0
Utopia,0,20%,7,11,7C x 11K,80%,6,11,6C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,61.0,62.0,71.0
Utopia,0,20%,7,11,7C x 11K,100%,7,11,7C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,59.0,60.0,78.0
Utopia,0,20%,7,11,7C x 11K,100%,7,11,7C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,59.0,60.0,78.0
Utopia,0,20%,7,11,7C x 11K,100%,7,11,7C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,59.0,60.0,78.0
Utopia,0,20%,7,11,7C x 11K,100%,7,11,7C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,59.0,60.0,78.0
Utopia,0,20%,7,11,7C x 11K,100%,7,11,7C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,59.0,60.0,78.0
Utopia,0,20%,7,11,7C x 11K,100%,7,11,7C x 11K,64.0,70.0,64.0,28.400342172797256,28.01539777587681,28.528656971770737,59.0,60.0,78.0
Utopia,0,20%,6,13,6C x 13K,20%,5,3,5C x 3K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,55.00000000000001,57.99999999999999,47.0
Utopia,0,20%,6,13,6C x 13K,20%,3,5,3C x 5K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,47.0,49.0,50.0
Utopia,0,20%,6,13,6C x 13K,20%,2,7,2C x 7K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,54.0,56.99999999999999,47.0
Utopia,0,20%,6,13,6C x 13K,20%,2,9,2C x 9K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,53.0,56.99999999999999,52.0
Utopia,0,20%,6,13,6C x 13K,20%,1,11,1C x 11K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,49.0,55.00000000000001,41.0
Utopia,0,20%,6,13,6C x 13K,20%,1,13,1C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,55.00000000000001,63.0,52.0
Utopia,0,20%,6,13,6C x 13K,40%,6,5,6C x 5K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,53.0,56.99999999999999,61.0
Utopia,0,20%,6,13,6C x 13K,40%,4,7,4C x 7K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,51.0,57.99999999999999,54.0
Utopia,0,20%,6,13,6C x 13K,40%,4,8,4C x 8K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,53.0,56.99999999999999,65.0
Utopia,0,20%,6,13,6C x 13K,40%,3,10,3C x 10K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,53.0,60.0,60.0
Utopia,0,20%,6,13,6C x 13K,40%,3,11,3C x 11K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,53.0,59.0,62.0
Utopia,0,20%,6,13,6C x 13K,40%,2,13,2C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,54.0,62.0,63.0
Utopia,0,20%,6,13,6C x 13K,60%,6,8,6C x 8K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,54.0,57.99999999999999,69.0
Utopia,0,20%,6,13,6C x 13K,60%,5,9,5C x 9K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,48.0,56.00000000000001,64.0
Utopia,0,20%,6,13,6C x 13K,60%,5,10,5C x 10K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,54.0,60.0,62.0
Utopia,0,20%,6,13,6C x 13K,60%,4,11,4C x 11K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,51.0,61.0,60.0
Utopia,0,20%,6,13,6C x 13K,60%,4,12,4C x 12K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,53.0,62.0,70.0
Utopia,0,20%,6,13,6C x 13K,60%,4,13,4C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,53.0,62.0,71.0
Utopia,0,20%,6,13,6C x 13K,80%,6,10,6C x 10K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,56.99999999999999,61.0,70.0
Utopia,0,20%,6,13,6C x 13K,80%,6,11,6C x 11K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,56.99999999999999,62.0,71.0
Utopia,0,20%,6,13,6C x 13K,80%,5,12,5C x 12K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,55.00000000000001,62.0,72.0
Utopia,0,20%,6,13,6C x 13K,80%,5,13,5C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,54.0,59.0,72.0
Utopia,0,20%,6,13,6C x 13K,80%,5,13,5C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,55.00000000000001,60.0,73.0
Utopia,0,20%,6,13,6C x 13K,80%,5,13,5C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,57.99999999999999,64.0,76.0
Utopia,0,20%,6,13,6C x 13K,100%,6,13,6C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,56.99999999999999,63.0,79.0
Utopia,0,20%,6,13,6C x 13K,100%,6,13,6C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,56.99999999999999,63.0,79.0
Utopia,0,20%,6,13,6C x 13K,100%,6,13,6C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,56.99999999999999,63.0,79.0
Utopia,0,20%,6,13,6C x 13K,100%,6,13,6C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,56.99999999999999,63.0,79.0
Utopia,0,20%,6,13,6C x 13K,100%,6,13,6C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,56.99999999999999,63.0,79.0
Utopia,0,20%,6,13,6C x 13K,100%,6,13,6C x 13K,69.0,75.0,59.0,25.44910179640718,25.577416595380665,24.465355004277153,56.99999999999999,63.0,79.0
Utopia,0,20%,5,15,5C x 15K,20%,5,3,5C x 3K,65.0,70.0,66.0,19.931565440547473,19.931565440547473,18.477331052181352,48.0,48.0,52.0
Utopia,0,20%,5,15,5C x 15K,20%,3,5,3C x 5K,65.0,70.0,66.0,19.931565440547473,19.931565440547473,18.477331052181352,47.0,45.0,51.0
Utopia,0,20%,5,15,5C x 15K,20%,2,7,2C x 7K,65.0,70.0,66.0,19.931565440547473,19.931565440547473,18.477331052181352,56.00000000000001,63.0,54.0
Utopia,0,20%,5,15,5C x 15K,20%,1,11,1C x 11K,65.0,70.0,66.0,19.931565440547473,19.931565440547473,18.477331052181352,47.0,55.00000000000001,54.0
Utopia,0,20%,5,15,5C x 15K,20%,1,13,1C x 13K,65.0,70.0,66.0,19.931565440547473,19.931565440547473,18.477331052181352,50.0,56.99999999999999,53.0
Utopia,0,20%,5,15,5C x 15K,20%,1,15,1C x 15K,65.0,70.0,66.0,19.931565440547473,19.931565440547473,18.477331052181352,59.0,64.0,55.00000000000001
Utopia,0,20%,5,15,5C x 15K,40%,5,6,5C x 6K,65.0,70.0,66.0,19.931565440547473,19.931565440547473,18.477331052181352,53.0,59.0,66.0
Utopia,0,20%,5,15,5C x 15K,40%,4,8,4C x 8K,65.0,70.0,66.0,19.931565440547473,19.931565440547473,18.477331052181352,56.99999999999999,60.0,69.0
Utopia,0,20%,5,15,5C x 15K,40%,3,10,3C x 10K,65.0,70.0,66.0,19.931565440547473,19.931565440547473,18.477331052181352,53.0,57.99999999999999,63.0
Utopia,0,20%,5,15,5C x 15K,40%,3,11,3C x 11K,65.0,70.0,66.0,19.931565440547473,19.931565440547473,18.477331052181352,54.0,57.99999999999999,67.0
