Universe,Indicator,Sim_ID,L1_Budget_Pct,L1_C,L1_K,L1_Label,L2_Budget_Pct,L2_C,L2_K,L2_Label,V1_MAE_Acc,V1_MAE_Std,V1_RMSE_Acc,V1_P90_Acc,V2_MAE_Acc,V2_MAE_Std,V2_RMSE_Acc,V2_P90_Acc,V3_MAE_Acc,V3_MAE_Std,V3_RMSE_Acc,V3_P90_Acc,Scenario,Rho_Model
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,40%,20,6,20C x 6K,70.0,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,40%,8,15,8C x 15K,56.666666666666664,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,50%,10,15,10C x 15K,63.33333333333333,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,50%,15,10,15C x 10K,63.33333333333333,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,60%,12,15,12C x 15K,70.0,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,60%,20,9,20C x 9K,66.66666666666666,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,70%,14,15,14C x 15K,66.66666666666666,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,70%,18,12,18C x 12K,63.33333333333333,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,80%,16,15,16C x 15K,70.0,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,80%,20,12,20C x 12K,76.66666666666667,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,76.66666666666667,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,90%,18,15,18C x 15K,76.66666666666667,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,76.66666666666667,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,90%,19,14,19C x 14K,76.66666666666667,0.0,0.0,0.0,29.833333333333336,0.0,0.0,0.0,76.66666666666667,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,20,15,20C x 15K,100%,20,15,20C x 15K,40.0,0.0,0.0,0.0,7.166666666666667,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,10%,2,12,2C x 12K,43.333333333333336,0.0,0.0,0.0,27.6,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,10%,6,5,6C x 5K,36.666666666666664,0.0,0.0,0.0,27.6,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,20%,12,5,12C x 5K,40.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,20%,5,12,5C x 12K,53.333333333333336,0.0,0.0,0.0,27.6,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,30%,15,6,15C x 6K,46.666666666666664,0.0,0.0,0.0,27.6,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,30%,8,12,8C x 12K,66.66666666666666,0.0,0.0,0.0,27.6,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,40%,10,12,10C x 12K,56.666666666666664,0.0,0.0,0.0,27.6,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,40%,17,7,17C x 7K,56.666666666666664,0.0,0.0,0.0,27.6,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,50%,12,12,12C x 12K,56.666666666666664,0.0,0.0,0.0,27.6,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,50%,25,6,25C x 6K,66.66666666666666,0.0,0.0,0.0,27.6,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,60%,15,12,15C x 12K,70.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,60%,20,9,20C x 9K,66.66666666666666,0.0,0.0,0.0,27.6,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,70%,18,12,18C x 12K,70.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,70%,23,9,23C x 9K,60.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,80%,20,12,20C x 12K,73.33333333333333,0.0,0.0,0.0,27.6,0.0,0.0,0.0,73.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,80%,24,10,24C x 10K,70.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,90%,22,12,22C x 12K,73.33333333333333,0.0,0.0,0.0,27.6,0.0,0.0,0.0,73.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,90%,25,11,25C x 11K,73.33333333333333,0.0,0.0,0.0,27.6,0.0,0.0,0.0,73.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,80%,25,12,25C x 12K,100%,25,12,25C x 12K,33.33333333333333,0.0,0.0,0.0,6.933333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,10%,2,15,2C x 15K,40.0,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,10%,6,6,6C x 6K,43.333333333333336,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,20%,23,3,23C x 3K,63.33333333333333,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,20%,5,15,5C x 15K,66.66666666666666,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,30%,13,8,13C x 8K,60.0,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,30%,7,15,7C x 15K,53.333333333333336,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,40%,23,6,23C x 6K,66.66666666666666,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,40%,9,15,9C x 15K,63.33333333333333,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,50%,11,15,11C x 15K,66.66666666666666,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,50%,17,10,17C x 10K,63.33333333333333,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,60%,14,15,14C x 15K,66.66666666666666,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,60%,23,9,23C x 9K,70.0,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,70%,16,15,16C x 15K,76.66666666666667,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,76.66666666666667,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,70%,20,12,20C x 12K,63.33333333333333,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,80%,18,15,18C x 15K,73.33333333333333,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,73.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,80%,23,12,23C x 12K,90.0,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,90.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,90%,21,15,21C x 15K,86.66666666666667,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,86.66666666666667,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,90%,22,14,22C x 14K,73.33333333333333,0.0,0.0,0.0,28.840579710144926,0.0,0.0,0.0,73.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,23,15,23C x 15K,100%,23,15,23C x 15K,46.666666666666664,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,10%,2,14,2C x 14K,36.666666666666664,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,10%,7,5,7C x 5K,53.333333333333336,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,20%,11,6,11C x 6K,56.666666666666664,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,56.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,20%,5,14,5C x 14K,50.0,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,30%,14,7,14C x 7K,46.666666666666664,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,30%,7,14,7C x 14K,53.333333333333336,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,40%,10,14,10C x 14K,63.33333333333333,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,40%,17,8,17C x 8K,53.333333333333336,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,50%,12,14,12C x 14K,70.0,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,50%,24,7,24C x 7K,63.33333333333333,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,63.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,60%,14,14,14C x 14K,73.33333333333333,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,73.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,60%,20,10,20C x 10K,60.0,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,70%,17,14,17C x 14K,76.66666666666667,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,76.66666666666667,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,70%,21,11,21C x 11K,70.0,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,80%,19,14,19C x 14K,80.0,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,80.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,80%,24,11,24C x 11K,76.66666666666667,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,76.66666666666667,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,90%,22,14,22C x 14K,86.66666666666667,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,86.66666666666667,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,90%,23,13,23C x 13K,90.0,0.0,0.0,0.0,29.166666666666668,0.0,0.0,0.0,90.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,90%,24,14,24C x 14K,100%,24,14,24C x 14K,43.333333333333336,0.0,0.0,0.0,7.222222222222221,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,10%,3,15,3C x 15K,16.666666666666664,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,10%,6,6,6C x 6K,13.333333333333334,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,20%,25,3,25C x 3K,20.0,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,20.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,20%,5,15,5C x 15K,26.666666666666668,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,30%,14,8,14C x 8K,20.0,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,20.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,30%,7,15,7C x 15K,23.333333333333332,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,23.333333333333332,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,40%,10,15,10C x 15K,26.666666666666668,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,40%,25,6,25C x 6K,20.0,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,20.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,50%,13,15,13C x 15K,23.333333333333332,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,23.333333333333332,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,50%,19,10,19C x 10K,30.0,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,60%,15,15,15C x 15K,30.0,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,60%,25,9,25C x 9K,30.0,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,70%,17,15,17C x 15K,33.33333333333333,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,70%,22,12,22C x 12K,30.0,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,80%,20,15,20C x 15K,36.666666666666664,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,80%,25,12,25C x 12K,40.0,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,90%,23,15,23C x 15K,43.333333333333336,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,90%,24,14,24C x 14K,33.33333333333333,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Height,0,100%,25,15,25C x 15K,100%,25,15,25C x 15K,26.666666666666668,0.0,0.0,0.0,1.4666666666666666,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,10%,1,4,1C x 4K,40.0,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,10%,2,2,2C x 2K,40.0,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,20%,1,9,1C x 9K,36.666666666666664,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,20%,3,3,3C x 3K,40.0,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,30%,1,14,1C x 14K,50.0,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,30%,2,7,2C x 7K,43.333333333333336,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,40%,1,15,1C x 15K,53.333333333333336,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,40%,3,6,3C x 6K,43.333333333333336,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,50%,1,15,1C x 15K,53.333333333333336,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,50%,3,7,3C x 7K,43.333333333333336,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,60%,2,15,2C x 15K,46.666666666666664,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,60%,3,9,3C x 9K,40.0,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,70%,2,15,2C x 15K,46.666666666666664,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,70%,3,10,3C x 10K,40.0,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,80%,2,15,2C x 15K,46.666666666666664,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,80%,3,12,3C x 12K,46.666666666666664,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,90%,3,13,3C x 13K,46.666666666666664,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
Good_L0_Bad_L1 (rho=0.0),Weight,0,10%,3,15,3C x 15K,90%,3,15,3C x 15K,36.666666666666664,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,36.666666666666664,0.0,0.0,0.0,Good_L0_Bad_L1,0.0
