Universe,Indicator,Sim_ID,L1_Budget_Pct,L1_C,L1_K,L1_Label,L2_Budget_Pct,L2_C,L2_K,L2_Label,V1_MAE_Acc,V1_RMSE_Acc,V1_P90_Acc,V2_MAE_Acc,V2_RMSE_Acc,V2_P90_Acc,V3_MAE_Acc,V3_RMSE_Acc,V3_P90_Acc,Scenario,Rho_Model
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,52.0,55.00000000000001,49.0,36.78357570573139,37.211291702309666,36.91189050470488,69.0,78.0,56.99999999999999,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,53.0,56.00000000000001,51.0,39.17878528656971,39.136013686911895,38.36612489307099,86.0,96.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,52.0,55.00000000000001,49.0,36.78357570573139,37.211291702309666,36.91189050470488,69.0,78.0,56.99999999999999,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,53.0,56.00000000000001,51.0,39.17878528656971,39.136013686911895,38.36612489307099,86.0,96.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,52.0,55.00000000000001,49.0,36.78357570573139,37.211291702309666,36.91189050470488,69.0,78.0,56.99999999999999,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,53.0,56.00000000000001,51.0,39.17878528656971,39.136013686911895,38.36612489307099,86.0,96.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,52.0,55.00000000000001,49.0,36.78357570573139,37.211291702309666,36.91189050470488,69.0,78.0,56.99999999999999,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,53.0,56.00000000000001,51.0,39.17878528656971,39.136013686911895,38.36612489307099,86.0,96.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,52.0,55.00000000000001,49.0,36.78357570573139,37.211291702309666,36.91189050470488,69.0,78.0,56.99999999999999,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,53.0,56.00000000000001,51.0,39.17878528656971,39.136013686911895,38.36612489307099,86.0,96.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,52.0,55.00000000000001,49.0,36.78357570573139,37.211291702309666,36.91189050470488,69.0,78.0,56.99999999999999,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,100%,10,15,10C x 15K,53.0,56.00000000000001,51.0,39.17878528656971,39.136013686911895,38.36612489307099,86.0,96.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,20%,22,2,22C x 2K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,44.0,44.0,44.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,20%,22,2,22C x 2K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,54.0,60.0,47.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,20%,15,3,15C x 3K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,43.0,43.0,46.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,20%,15,3,15C x 3K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,55.00000000000001,52.0,44.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,20%,9,5,9C x 5K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,55.00000000000001,53.0,45.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,20%,9,5,9C x 5K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,52.0,56.00000000000001,49.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,20%,8,6,8C x 6K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,47.0,47.0,39.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,20%,8,6,8C x 6K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,52.0,55.00000000000001,51.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,20%,6,8,6C x 8K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,44.0,45.0,33.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,20%,6,8,6C x 8K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,56.99999999999999,57.99999999999999,45.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,20%,5,9,5C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,45.0,48.0,43.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,20%,5,9,5C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,46.0,54.0,45.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,40%,22,4,22C x 4K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,46.0,54.0,41.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,40%,22,4,22C x 4K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,64.0,59.0,52.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,40%,18,5,18C x 5K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,51.0,54.0,47.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,40%,18,5,18C x 5K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,63.0,63.0,49.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,40%,15,6,15C x 6K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,50.0,56.99999999999999,39.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,40%,15,6,15C x 6K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,69.0,62.0,56.00000000000001,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,40%,13,7,13C x 7K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,56.99999999999999,64.0,47.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,40%,13,7,13C x 7K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,57.99999999999999,56.99999999999999,49.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,40%,11,8,11C x 8K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,54.0,59.0,44.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,40%,11,8,11C x 8K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,65.0,67.0,56.00000000000001,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,40%,10,9,10C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,54.0,57.99999999999999,46.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,40%,10,9,10C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,60.0,63.0,49.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,60%,22,6,22C x 6K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,56.00000000000001,65.0,43.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,60%,22,6,22C x 6K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,78.0,71.0,52.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,60%,19,7,19C x 7K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,57.99999999999999,61.0,46.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,60%,19,7,19C x 7K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,65.0,70.0,55.00000000000001,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,60%,17,8,17C x 8K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,59.0,60.0,47.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,60%,17,8,17C x 8K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,76.0,71.0,52.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,60%,15,9,15C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,61.0,68.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,60%,15,9,15C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,77.0,73.0,55.00000000000001,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,60%,15,9,15C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,54.0,64.0,44.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,60%,15,9,15C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,67.0,73.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,60%,15,9,15C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,56.00000000000001,63.0,43.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,60%,15,9,15C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,69.0,73.0,51.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,80%,22,8,22C x 8K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,59.0,70.0,46.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,80%,22,8,22C x 8K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,79.0,80.0,62.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,80%,20,9,20C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,69.0,71.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,80%,20,9,20C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,82.0,86.0,62.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,80%,20,9,20C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,64.0,71.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,80%,20,9,20C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,82.0,84.0,59.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,80%,20,9,20C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,63.0,72.0,44.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,80%,20,9,20C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,81.0,83.0,63.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,80%,20,9,20C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,68.0,75.0,53.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,80%,20,9,20C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,78.0,76.0,61.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,80%,20,9,20C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,61.0,65.0,52.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,80%,20,9,20C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,80.0,84.0,65.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,71.0,76.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,87.0,94.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,71.0,76.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,87.0,94.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,71.0,76.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,87.0,94.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,71.0,76.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,87.0,94.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,71.0,76.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,87.0,94.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,53.0,63.0,53.0,54.31993156544055,58.3404619332763,54.02053036783574,71.0,76.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,25,9,25C x 9K,100%,25,9,25C x 9K,68.0,72.0,64.0,60.26518391787853,60.65012831479897,59.88023952095808,87.0,94.0,64.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,20%,22,2,22C x 2K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,40.0,41.0,37.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,20%,22,2,22C x 2K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,50.0,51.0,46.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,20%,11,4,11C x 4K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,44.0,50.0,43.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,20%,11,4,11C x 4K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,51.0,54.0,47.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,20%,9,5,9C x 5K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,42.0,44.0,41.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,20%,9,5,9C x 5K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,49.0,51.0,41.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,20%,6,7,6C x 7K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,43.0,45.0,36.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,20%,6,7,6C x 7K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,56.99999999999999,53.0,47.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,20%,6,8,6C x 8K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,41.0,42.0,45.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,20%,6,8,6C x 8K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,53.0,50.0,41.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,20%,4,10,4C x 10K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,41.0,39.0,36.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,20%,4,10,4C x 10K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,51.0,51.0,46.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,40%,22,4,22C x 4K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,41.0,53.0,44.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,40%,22,4,22C x 4K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,66.0,57.99999999999999,51.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,40%,18,5,18C x 5K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,52.0,63.0,45.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,40%,18,5,18C x 5K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,59.0,64.0,48.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,40%,15,6,15C x 6K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,52.0,62.0,38.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,40%,15,6,15C x 6K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,62.0,64.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,40%,11,8,11C x 8K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,54.0,62.0,43.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,40%,11,8,11C x 8K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,60.0,62.0,43.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,40%,10,9,10C x 9K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,56.00000000000001,56.00000000000001,44.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,40%,10,9,10C x 9K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,62.0,64.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,40%,9,10,9C x 10K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,51.0,56.99999999999999,39.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,40%,9,10,9C x 10K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,60.0,63.0,45.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,60%,22,6,22C x 6K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,53.0,60.0,47.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,60%,22,6,22C x 6K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,69.0,69.0,52.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,60%,19,7,19C x 7K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,56.00000000000001,64.0,48.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,60%,19,7,19C x 7K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,73.0,69.0,53.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,60%,16,8,16C x 8K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,57.99999999999999,60.0,45.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,60%,16,8,16C x 8K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,72.0,79.0,54.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,60%,15,9,15C x 9K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,53.0,68.0,41.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,60%,15,9,15C x 9K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,69.0,71.0,50.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,60%,13,10,13C x 10K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,59.0,60.0,51.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Weight,0,60%,22,10,22C x 10K,60%,13,10,13C x 10K,59.0,64.0,57.99999999999999,60.393498716852,60.00855431993156,58.38323353293413,70.0,74.0,48.0,5_Normal_L0_Normal_L1,0.0
5_Normal_L0_Normal_L1 (rho=0.0),Height,0,60%,22,10,22C x 10K,60%,13,10,13C x 10K,64.0,65.0,56.00000000000001,53.72112917023097,55.94525235243797,52.01026518391788,55.00000000000001,70.0,43.0,5_Normal_L0_Normal_L1,0.0
