Universe,Indicator,Sim_ID,L1_Budget_Pct,L1_C,L1_K,L1_Label,L2_Budget_Pct,L2_C,L2_K,L2_Label,V1_MAE_Acc,V1_RMSE_Acc,V1_P90_Acc,V2_MAE_Acc,V2_RMSE_Acc,V2_P90_Acc,V3_MAE_Acc,V3_RMSE_Acc,V3_P90_Acc,Scenario,Rho_Model
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,60%,13,7,13C x 7K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,69.0,72.0,74.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,60%,13,7,13C x 7K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,68.0,63.0,70.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,60%,12,8,12C x 8K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,72.0,71.0,72.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,60%,12,8,12C x 8K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,75.0,70.0,75.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,60%,10,9,10C x 9K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,67.0,69.0,71.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,60%,10,9,10C x 9K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,76.0,70.0,71.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,60%,9,10,9C x 10K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,73.0,76.0,72.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,60%,9,10,9C x 10K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,69.0,66.0,75.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,60%,8,11,8C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,74.0,66.0,67.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,60%,8,11,8C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,63.0,69.0,65.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,60%,8,11,8C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,70.0,60.0,65.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,60%,8,11,8C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,66.0,69.0,70.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,80%,14,9,14C x 9K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,84.0,79.0,77.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,80%,14,9,14C x 9K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,80.0,81.0,82.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,80%,12,10,12C x 10K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,84.0,88.0,82.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,80%,12,10,12C x 10K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,77.0,74.0,76.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,80%,11,11,11C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,78.0,84.0,84.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,80%,11,11,11C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,74.0,75.0,83.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,80%,11,11,11C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,84.0,83.0,83.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,80%,11,11,11C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,74.0,75.0,75.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,80%,11,11,11C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,78.0,80.0,79.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,80%,11,11,11C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,78.0,78.0,74.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,80%,11,11,11C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,75.0,79.0,80.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,80%,11,11,11C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,77.0,83.0,78.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,54.0,52.0,48.0,43.75534644995723,41.787852865697175,41.44568006843455,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,14,11,14C x 11K,100%,14,11,14C x 11K,53.0,50.0,53.0,44.354148845166804,42.343883661248924,42.3011120615911,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,20%,10,3,10C x 3K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,56.99999999999999,56.99999999999999,46.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,20%,10,3,10C x 3K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,51.0,51.0,41.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,20%,6,5,6C x 5K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,46.0,51.0,55.00000000000001,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,20%,6,5,6C x 5K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,44.0,47.0,55.00000000000001,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,20%,4,7,4C x 7K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,54.0,53.0,54.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,20%,4,7,4C x 7K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,49.0,49.0,42.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,20%,3,9,3C x 9K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,50.0,53.0,49.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,20%,3,9,3C x 9K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,46.0,49.0,50.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,20%,3,11,3C x 11K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,51.0,48.0,56.99999999999999,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,20%,3,11,3C x 11K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,44.0,45.0,60.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,20%,2,13,2C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,52.0,52.0,49.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,20%,2,13,2C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,42.0,46.0,46.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,40%,12,5,12C x 5K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,66.0,63.0,68.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,40%,12,5,12C x 5K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,56.00000000000001,66.0,61.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,40%,9,7,9C x 7K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,67.0,62.0,59.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,40%,9,7,9C x 7K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,64.0,66.0,62.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,40%,8,8,8C x 8K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,64.0,64.0,66.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,40%,8,8,8C x 8K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,62.0,57.99999999999999,65.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,40%,6,10,6C x 10K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,57.99999999999999,60.0,66.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,40%,6,10,6C x 10K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,62.0,59.0,60.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,40%,6,11,6C x 11K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,63.0,63.0,64.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,40%,6,11,6C x 11K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,70.0,69.0,65.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,40%,5,13,5C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,63.0,59.0,67.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,40%,5,13,5C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,59.0,60.0,53.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,60%,12,8,12C x 8K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,78.0,72.0,75.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,60%,12,8,12C x 8K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,67.0,68.0,73.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,60%,10,9,10C x 9K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,71.0,71.0,71.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,60%,10,9,10C x 9K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,74.0,71.0,69.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,60%,9,10,9C x 10K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,68.0,67.0,72.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,60%,9,10,9C x 10K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,73.0,74.0,71.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,60%,8,11,8C x 11K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,64.0,64.0,68.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,60%,8,11,8C x 11K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,66.0,69.0,62.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,60%,8,12,8C x 12K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,69.0,73.0,67.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,60%,8,12,8C x 12K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,71.0,71.0,65.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,60%,7,13,7C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,70.0,72.0,70.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,60%,7,13,7C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,69.0,69.0,75.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,80%,12,10,12C x 10K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,78.0,83.0,77.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,80%,12,10,12C x 10K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,77.0,79.0,73.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,80%,11,11,11C x 11K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,78.0,84.0,79.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,80%,11,11,11C x 11K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,81.0,86.0,77.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,80%,10,12,10C x 12K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,84.0,82.0,82.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,80%,10,12,10C x 12K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,79.0,83.0,80.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,80%,10,13,10C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,83.0,83.0,86.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,80%,10,13,10C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,81.0,84.0,82.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,80%,10,13,10C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,86.0,83.0,86.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,80%,10,13,10C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,79.0,82.0,85.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,80%,10,13,10C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,82.0,83.0,82.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,80%,10,13,10C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,82.0,83.0,81.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,57.99999999999999,56.00000000000001,54.0,41.23182207014542,39.863130881094946,40.84687767322499,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,12,13,12C x 13K,100%,12,13,12C x 13K,56.99999999999999,53.0,54.0,40.7185628742515,40.119760479041915,40.119760479041915,100.0,100.0,100.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,20%,10,3,10C x 3K,53.0,50.0,45.0,37.211291702309666,36.99743370402053,37.38237810094097,49.0,52.0,44.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,20%,10,3,10C x 3K,48.0,48.0,47.0,38.023952095808376,36.99743370402053,37.425149700598794,54.0,47.0,46.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,20%,6,5,6C x 5K,53.0,50.0,45.0,37.211291702309666,36.99743370402053,37.38237810094097,51.0,55.00000000000001,53.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,20%,6,5,6C x 5K,48.0,48.0,47.0,38.023952095808376,36.99743370402053,37.425149700598794,51.0,50.0,47.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,20%,4,7,4C x 7K,53.0,50.0,45.0,37.211291702309666,36.99743370402053,37.38237810094097,43.0,43.0,38.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,20%,4,7,4C x 7K,48.0,48.0,47.0,38.023952095808376,36.99743370402053,37.425149700598794,57.99999999999999,55.00000000000001,50.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,20%,3,11,3C x 11K,53.0,50.0,45.0,37.211291702309666,36.99743370402053,37.38237810094097,54.0,51.0,48.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Weight,0,40%,10,15,10C x 15K,20%,3,11,3C x 11K,48.0,48.0,47.0,38.023952095808376,36.99743370402053,37.425149700598794,49.0,48.0,54.0,2_Bad_L0_Lazy_L1,0.0
2_Bad_L0_Lazy_L1 (rho=0.0),Height,0,40%,10,15,10C x 15K,20%,2,13,2C x 13K,53.0,50.0,45.0,37.211291702309666,36.99743370402053,37.38237810094097,48.0,48.0,48.0,2_Bad_L0_Lazy_L1,0.0
